time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4521,1,0.0,0.0,-0.0,0.0099,23.924,stand
0.4581,2,0.0001,0.0001,-0.0001,0.0108,23.934,stand
0.4627,3,0.0002,0.0001,-0.0002,0.0138,23.94,stand
0.4688,4,0.0002,0.0001,-0.0002,0.0117,23.943,stand
0.4764,5,0.0003,0.0001,-0.0002,0.0098,23.945,stand
0.4802,6,0.0004,0.0002,-0.0003,0.0128,23.949,stand
0.4899,7,0.0005,0.0002,-0.0004,0.0152,23.948,stand
0.4975,8,0.0006,0.0002,-0.0005,0.0117,23.947,stand
0.5034,9,0.0006,0.0002,-0.0006,0.0209,23.941,stand
0.5103,10,0.0007,0.0002,-0.0007,0.0127,23.941,stand
0.5173,11,0.0007,0.0002,-0.0007,0.0088,23.923,stand
0.5284,12,0.0009,0.0002,-0.0009,0.0275,23.888,stand
0.536,13,0.001,0.0002,-0.0009,0.0133,23.834,stand
0.5424,14,0.001,0.0002,-0.001,0.0097,23.795,stand
0.5592,15,0.0011,0.0002,-0.0011,0.0141,23.624,stand
0.5636,16,0.0011,0.0001,-0.0011,0.011,23.549,stand
0.5662,17,0.0011,0.0001,-0.0011,0.011,23.535,stand
0.5774,18,0.0012,-0.0,-0.0012,0.0108,23.369,stand
0.5847,19,0.0012,-0.0001,-0.0012,0.0103,23.269,stand
0.5946,20,0.0013,-0.0002,-0.0012,0.0124,23.113,stand
0.5964,21,0.0013,-0.0006,-0.0012,0.0113,22.982,stand
0.6071,22,0.0016,-0.0009,-0.0013,0.0151,22.856,stand
0.6137,23,0.0018,-0.0011,-0.0014,0.0127,22.59,stand
0.6345,24,0.0019,-0.001,-0.0016,0.015,22.181,stand
0.6417,25,0.0018,-0.0008,-0.0016,0.011,21.77,stand
0.6448,26,0.0018,-0.0007,-0.0017,0.0133,21.758,stand
0.662,27,0.002,-0.0006,-0.0019,0.0188,21.404,stand
0.6688,28,0.0021,-0.0005,-0.002,0.0165,21.295,stand
0.6746,29,0.0022,-0.0004,-0.0021,0.0194,21.157,stand
0.6927,30,0.0024,-0.0002,-0.0024,0.0204,20.691,stand
0.6935,31,0.0023,-0.0002,-0.0023,0.0204,20.528,stand
0.7015,32,0.0025,-0.0001,-0.0025,0.0336,20.362,stand
0.7201,33,0.0029,-0.0001,-0.0029,0.0289,20.114,stand
0.7214,34,0.0028,-0.0,-0.0028,0.0289,19.853,stand
0.7297,35,0.0029,-0.0001,-0.0029,0.0209,19.784,stand
0.7409,36,0.003,-0.0,-0.003,0.0193,19.526,stand
0.7533,37,0.0031,-0.0,-0.0031,0.0202,19.437,stand
0.7628,38,0.0032,0.0001,-0.0032,0.024,19.178,stand
0.7697,39,0.0031,0.0001,-0.0031,0.0341,18.977,stand
0.7759,40,0.0032,0.0001,-0.0032,0.0312,18.867,stand
0.7813,41,0.0032,0.0002,-0.0032,0.0207,18.774,stand
0.7874,42,0.0032,0.0003,-0.0032,0.0276,18.628,stand
0.7936,43,0.0033,0.0003,-0.0033,0.0233,18.523,stand
0.7992,44,0.0034,0.0003,-0.0034,0.0232,18.522,stand
0.8054,45,0.0034,0.0005,-0.0034,0.0228,18.315,stand
0.8105,46,0.0034,0.0005,-0.0034,0.0235,18.255,stand
0.8283,47,0.0033,0.0008,-0.0032,0.0313,18.137,stand
0.84,48,0.0034,0.0007,-0.0033,0.0249,18.127,stand
0.8474,49,0.0033,0.0007,-0.0032,0.029,17.971,stand
0.8518,50,0.0033,0.0008,-0.0032,0.0261,17.891,stand
0.855,51,0.0032,0.0008,-0.0031,0.0283,17.845,stand
0.8601,52,0.0032,0.0008,-0.0031,0.0221,17.787,stand
0.8705,53,0.0031,0.0009,-0.0029,0.0217,17.631,stand
0.8749,54,0.0032,0.0007,-0.0031,0.0255,17.736,stand
0.8773,55,0.0032,0.0008,-0.0031,0.0255,17.686,stand
0.8839,56,0.003,0.0009,-0.0029,0.0236,17.437,stand
0.8938,57,0.003,0.0008,-0.0029,0.0223,17.305,stand
0.8991,58,0.003,0.0003,-0.003,0.0251,17.264,stand
0.9067,59,0.0034,-0.0003,-0.0033,0.0212,17.178,stand
0.9123,60,0.0035,-0.0003,-0.0035,0.0212,17.175,stand
0.9204,61,0.0037,-0.0003,-0.0037,0.0252,17.121,stand
0.9243,62,0.0038,-0.0002,-0.0038,0.027,17.09,stand
0.9381,63,0.0041,-0.0002,-0.0041,0.0255,17.065,stand
0.9469,64,0.0042,0.0001,-0.0042,0.0289,16.842,stand
0.9475,65,0.0042,0.0002,-0.0042,0.0289,16.785,stand
0.9582,66,0.0045,0.0001,-0.0045,0.0309,16.649,stand
0.969,67,0.0047,0.0002,-0.0047,0.0252,16.59,stand
0.972,68,0.0048,0.0002,-0.0048,0.0283,16.427,stand
