time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4645,1,0.0,0.0,-0.0,0.0108,21.386,stand
0.4666,2,0.0001,0.0,-0.0,0.0138,21.392,stand
0.4687,3,0.0,0.0,-0.0,0.0138,21.392,stand
0.4707,4,0.0001,0.0,-0.0001,0.0117,21.395,stand
0.4728,5,0.0001,0.0,-0.0001,0.0117,21.395,stand
0.4749,6,0.0001,0.0,-0.0001,0.0098,21.399,stand
0.4769,7,0.0001,0.0,-0.0001,0.0098,21.398,stand
0.479,8,0.0002,0.0,-0.0002,0.0118,21.403,stand
0.481,9,0.0002,0.0,-0.0002,0.0118,21.402,stand
0.4831,10,0.0002,0.0,-0.0002,0.0128,21.403,stand
0.4852,11,0.0002,0.0,-0.0002,0.0128,21.402,stand
0.4873,12,0.0002,0.0,-0.0002,0.0108,21.405,stand
0.4894,13,0.0002,0.0,-0.0002,0.0108,21.405,stand
0.4915,14,0.0003,0.0,-0.0003,0.0152,21.403,stand
0.4935,15,0.0003,0.0,-0.0003,0.0152,21.402,stand
0.4956,16,0.0003,0.0,-0.0003,0.0152,21.402,stand
0.4977,17,0.0003,0.0,-0.0003,0.0152,21.401,stand
0.4997,18,0.0004,0.0,-0.0003,0.0117,21.404,stand
0.5018,19,0.0003,0.0,-0.0003,0.0117,21.402,stand
0.5038,20,0.0004,0.0,-0.0004,0.0209,21.398,stand
0.5059,21,0.0004,0.0,-0.0004,0.0209,21.395,stand
0.5079,22,0.0004,0.0,-0.0004,0.0105,21.393,stand
0.51,23,0.0004,0.0,-0.0004,0.0105,21.391,stand
0.512,24,0.0005,0.0,-0.0005,0.0127,21.395,stand
0.5141,25,0.0005,0.0,-0.0005,0.0127,21.39,stand
0.5163,26,0.0005,0.0,-0.0005,0.0088,21.383,stand
0.5184,27,0.0005,0.0,-0.0005,0.0088,21.373,stand
0.5205,28,0.0005,0.0001,-0.0005,0.0127,21.378,stand
0.5226,29,0.0005,0.0,-0.0005,0.0127,21.365,stand
0.5247,30,0.0006,0.0001,-0.0006,0.0116,21.362,stand
0.5267,31,0.0006,0.0,-0.0006,0.0116,21.351,stand
0.5288,32,0.0007,0.0,-0.0007,0.0275,21.332,stand
0.5309,33,0.0006,0.0,-0.0006,0.0275,21.313,stand
0.5331,34,0.0007,0.0,-0.0007,0.0114,21.3,stand
0.5351,35,0.0007,0.0,-0.0007,0.0114,21.285,stand
0.5372,36,0.0007,-0.0,-0.0007,0.0133,21.27,stand
0.5393,37,0.0007,-0.0,-0.0007,0.0133,21.252,stand
0.5413,38,0.0007,0.0,-0.0007,0.0128,21.23,stand
0.5434,39,0.0007,-0.0,-0.0007,0.0128,21.219,stand
0.5454,40,0.0008,0.0,-0.0008,0.0097,21.199,stand
0.5475,41,0.0007,-0.0,-0.0007,0.0097,21.175,stand
0.5496,42,0.0008,-0.0,-0.0008,0.0134,21.144,stand
0.5516,43,0.0008,-0.0001,-0.0008,0.0134,21.088,stand
0.5538,44,0.0008,0.0,-0.0008,0.0267,21.063,stand
0.5559,45,0.0008,-0.0,-0.0008,0.0267,21.032,stand
0.5579,46,0.0008,0.0,-0.0008,0.0115,21.025,stand
0.56,47,0.0008,-0.0,-0.0008,0.0115,20.975,stand
0.5621,48,0.0009,-0.0,-0.0009,0.0141,20.952,stand
0.5641,49,0.0009,-0.0001,-0.0009,0.0141,20.877,stand
0.5662,50,0.0009,-0.0001,-0.0009,0.011,20.86,stand
0.5682,51,0.0009,-0.0001,-0.0009,0.011,20.819,stand
0.5703,52,0.0009,-0.0001,-0.0009,0.0097,20.785,stand
0.5723,53,0.0009,-0.0001,-0.0009,0.0097,20.742,stand
0.5744,54,0.0009,-0.0001,-0.0009,0.0117,20.719,stand
0.5764,55,0.0009,-0.0002,-0.0009,0.0117,20.628,stand
0.5787,56,0.0009,-0.0002,-0.0009,0.0108,20.582,stand
0.5808,57,0.0009,-0.0002,-0.0009,0.0108,20.533,stand
0.5831,58,0.001,-0.0002,-0.0009,0.0098,20.486,stand
0.5852,59,0.0009,-0.0002,-0.0009,0.0098,20.409,stand
0.5873,60,0.001,-0.0003,-0.0009,0.0103,20.391,stand
0.5894,61,0.001,-0.0003,-0.0009,0.0103,20.339,stand
0.5919,62,0.001,-0.0003,-0.0009,0.0116,20.256,stand
0.5939,63,0.001,-0.0004,-0.0009,0.0116,20.202,stand
0.596,64,0.001,-0.0004,-0.001,0.0124,20.155,stand
0.5981,65,0.001,-0.0004,-0.0009,0.0124,20.101,stand
0.6004,66,0.0011,-0.0005,-0.001,0.0113,20.046,stand
0.6025,67,0.0011,-0.0005,-0.0009,0.0113,19.992,stand
0.6046,68,0.0011,-0.0005,-0.001,0.0144,19.943,stand
0.6066,69,0.0013,-0.0008,-0.001,0.0144,19.86,stand
0.6087,70,0.0014,-0.0009,-0.001,0.0151,19.828,stand
0.6108,71,0.0016,-0.0012,-0.0011,0.0151,19.738,stand
0.6131,72,0.0017,-0.0013,-0.0011,0.0094,19.676,stand
0.6154,73,0.002,-0.0016,-0.0012,0.0127,19.61,stand
0.6171,74,0.0021,-0.0017,-0.0012,0.0127,19.541,stand
0.6196,75,0.0022,-0.0018,-0.0012,0.0119,19.477,stand
0.6212,76,0.0022,-0.0019,-0.0012,0.0119,19.37,stand
0.6233,77,0.0023,-0.0019,-0.0012,0.0119,19.334,stand
0.6253,78,0.0023,-0.002,-0.0012,0.0097,19.27,stand
0.6277,79,0.0023,-0.002,-0.0012,0.0157,19.202,stand
0.6295,80,0.0023,-0.002,-0.0012,0.0157,19.094,stand
0.6315,81,0.0023,-0.002,-0.0012,0.0157,19.058,stand
0.6336,82,0.0023,-0.0019,-0.0013,0.01,18.991,stand
0.6356,83,0.0023,-0.0019,-0.0012,0.01,18.885,stand
0.6377,84,0.0023,-0.0019,-0.0013,0.015,18.79,stand
0.6397,85,0.0023,-0.0019,-0.0013,0.015,18.756,stand
0.6418,86,0.0023,-0.0018,-0.0013,0.011,18.683,stand
0.6438,87,0.0022,-0.0018,-0.0013,0.011,18.617,stand
0.6459,88,0.0022,-0.0018,-0.0014,0.0133,18.563,stand
0.6479,89,0.0022,-0.0017,-0.0014,0.0133,18.481,stand
0.6499,90,0.0022,-0.0017,-0.0014,0.0149,18.454,stand
0.652,91,0.0022,-0.0017,-0.0014,0.0149,18.406,stand
0.6542,92,0.0022,-0.0016,-0.0015,0.015,18.368,stand
0.6561,93,0.0021,-0.0016,-0.0015,0.015,18.302,stand
0.6584,94,0.0021,-0.0015,-0.0015,0.0129,18.278,stand
0.6603,95,0.0021,-0.0015,-0.0015,0.0129,18.235,stand
0.6625,96,0.0021,-0.0015,-0.0016,0.0188,18.219,stand
0.6645,97,0.0021,-0.0014,-0.0016,0.0188,18.155,stand
0.6667,98,0.0022,-0.0014,-0.0016,0.015,18.089,stand
0.6686,99,0.0022,-0.0014,-0.0016,0.015,18.044,stand
0.6707,100,0.0022,-0.0014,-0.0017,0.0165,18.025,stand
