time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.5304,1,0.0006,0.0002,-0.0005,0.1394,0.068,1,jog
0.532,2,0.0006,0.0002,-0.0005,0.1394,0.068,1,jog
0.534,3,0.0006,0.0002,-0.0005,0.1394,0.068,1,jog
0.5362,4,0.0012,0.0004,-0.0011,0.1448,0.156,1,jog
0.5383,5,0.0012,0.0004,-0.0011,0.1448,0.157,1,jog
0.5403,6,0.0018,0.0006,-0.0017,0.1412,0.251,1,jog
0.5424,7,0.0018,0.0006,-0.0017,0.1412,0.251,1,jog
0.5446,8,0.0023,0.0008,-0.0022,0.1328,0.345,1,jog
0.5466,9,0.0023,0.0008,-0.0022,0.1328,0.345,1,jog
0.5488,10,0.0029,0.0011,-0.0027,0.1306,0.444,1,jog
0.5508,11,0.0029,0.0011,-0.0027,0.1306,0.444,1,jog
0.5529,12,0.0034,0.0013,-0.0032,0.1266,0.537,1,jog
0.5553,13,0.0039,0.0015,-0.0036,0.1246,0.636,1,jog
0.5571,14,0.0039,0.0015,-0.0036,0.1246,0.636,1,jog
0.5597,15,0.0045,0.0018,-0.0041,0.1336,0.746,1,jog
0.5612,16,0.0045,0.0018,-0.0041,0.1336,0.747,1,jog
0.5634,17,0.0045,0.0018,-0.0041,0.1336,0.747,1,jog
0.5654,18,0.005,0.0021,-0.0046,0.1237,0.846,1,jog
0.5675,19,0.005,0.0021,-0.0046,0.1237,0.846,1,jog
0.5696,20,0.0055,0.0024,-0.005,0.1241,0.957,1,jog
0.5716,21,0.0055,0.0024,-0.005,0.1241,0.957,1,jog
0.5737,22,0.006,0.0027,-0.0054,0.1162,1.049,1,jog
0.5758,23,0.006,0.0027,-0.0054,0.1162,1.05,1,jog
0.5779,24,0.0065,0.003,-0.0058,0.1235,1.154,1,jog
0.5799,25,0.0065,0.003,-0.0058,0.1235,1.154,1,jog
0.5823,26,0.007,0.0033,-0.0062,0.1161,1.237,1,jog
0.5844,27,0.007,0.0033,-0.0062,0.1161,1.237,1,jog
0.5866,28,0.0075,0.0036,-0.0066,0.132,1.345,1,jog
0.5901,29,0.008,0.0039,-0.007,0.1173,1.421,1,jog
0.5908,30,0.008,0.0039,-0.007,0.1173,1.421,1,jog
0.5929,31,0.0086,0.0043,-0.0074,0.1328,1.518,1,jog
0.5949,32,0.0086,0.0043,-0.0074,0.1328,1.517,1,jog
0.5972,33,0.009,0.0046,-0.0078,0.1168,1.584,1,jog
