time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.5278,1,0.0,0.0,0.0,0.0108,0.0,1,stand
0.53,2,0.0001,-0.0,-0.0001,0.0132,0.0,1,stand
0.532,3,0.0001,-0.0,-0.0001,0.0132,0.0,1,stand
0.5343,4,0.0001,-0.0,-0.0001,0.0127,0.002,1,stand
0.5378,5,0.0001,0.0,-0.0001,0.0094,0.007,1,stand
0.5398,6,0.0001,0.0,-0.0001,0.0094,0.008,1,stand
0.5421,7,0.0002,-0.0,-0.0002,0.0158,0.007,1,stand
0.5441,8,0.0002,-0.0,-0.0002,0.0158,0.007,1,stand
0.5463,9,0.0002,0.0,-0.0002,0.0104,0.011,1,stand
0.5484,10,0.0002,0.0,-0.0002,0.0104,0.011,1,stand
0.5507,11,0.0003,0.0,-0.0003,0.0127,0.021,1,stand
0.5527,12,0.0003,0.0,-0.0003,0.0127,0.021,1,stand
0.5549,13,0.0003,0.0,-0.0003,0.0085,0.021,1,stand
0.5574,14,0.0004,0.0,-0.0004,0.0123,0.03,1,stand
0.5591,15,0.0004,0.0,-0.0004,0.0123,0.03,1,stand
0.5627,16,0.0004,0.0001,-0.0004,0.0115,0.038,1,stand
0.5643,17,0.0004,0.0001,-0.0004,0.0115,0.038,1,stand
0.5669,18,0.0005,0.0,-0.0005,0.0273,0.026,1,stand
0.569,19,0.0005,0.0,-0.0005,0.0273,0.026,1,stand
0.5712,20,0.0006,0.0,-0.0006,0.0113,0.029,1,stand
0.5732,21,0.0006,0.0,-0.0006,0.0113,0.029,1,stand
0.5753,22,0.0006,0.0001,-0.0006,0.0121,0.032,1,stand
0.5774,23,0.0006,0.0001,-0.0006,0.0121,0.032,1,stand
0.5796,24,0.0007,0.0001,-0.0007,0.0126,0.042,1,stand
0.5816,25,0.0007,0.0001,-0.0007,0.0126,0.042,1,stand
0.5839,26,0.0007,0.0001,-0.0007,0.0097,0.044,1,stand
0.5859,27,0.0007,0.0001,-0.0007,0.0097,0.044,1,stand
0.588,28,0.0008,0.0001,-0.0008,0.0126,0.04,1,stand
0.59,29,0.0008,0.0001,-0.0008,0.0126,0.04,1,stand
0.5921,30,0.0009,0.0002,-0.0008,0.0215,0.03,1,stand
0.5942,31,0.0009,0.0002,-0.0008,0.0215,0.03,1,stand
0.5965,32,0.0009,0.0002,-0.0009,0.0112,0.04,1,stand
0.5986,33,0.0009,0.0002,-0.0009,0.0112,0.04,1,stand
0.6009,34,0.001,0.0002,-0.0009,0.0137,0.035,1,stand
0.6042,35,0.001,0.0002,-0.001,0.0107,0.038,1,stand
0.6058,36,0.001,0.0003,-0.001,0.0107,0.038,1,stand
0.6086,37,0.001,0.0003,-0.001,0.0091,0.046,1,stand
0.6106,38,0.0011,0.0003,-0.001,0.0091,0.046,1,stand
0.613,39,0.0011,0.0003,-0.0011,0.0116,0.046,1,stand
0.615,40,0.0011,0.0003,-0.0011,0.0116,0.046,1,stand
0.6173,41,0.0011,0.0003,-0.0011,0.0108,0.048,1,stand
0.6193,42,0.0012,0.0003,-0.0011,0.0108,0.048,1,stand
0.6214,43,0.0012,0.0003,-0.0011,0.0094,0.051,1,stand
0.6234,44,0.0012,0.0003,-0.0012,0.0094,0.051,1,stand
0.6255,45,0.0012,0.0003,-0.0012,0.009,0.059,1,stand
0.6277,46,0.0012,0.0003,-0.0012,0.009,0.059,1,stand
0.6298,47,0.0013,0.0003,-0.0012,0.0115,0.057,1,stand
