time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4781,1,0.0,0.0,-0.0,0.1723,0.0,1,walk
0.4804,2,0.0007,-0.0006,0.0004,0.167,0.01,1,walk
0.4828,3,0.0015,-0.0012,0.0008,0.1839,0.032,1,walk
0.4847,4,0.0015,-0.0012,0.0008,0.1839,0.032,1,walk
0.488,5,0.0022,-0.0019,0.0012,0.1782,0.064,1,walk
0.49,6,0.0022,-0.0019,0.0012,0.1782,0.065,1,walk
0.4922,7,0.003,-0.0026,0.0016,0.1985,0.093,1,walk
0.4943,8,0.003,-0.0026,0.0016,0.1985,0.093,1,walk
0.4963,9,0.0038,-0.0033,0.002,0.1932,0.124,1,walk
0.4984,10,0.0038,-0.0033,0.002,0.1932,0.124,1,walk
0.5007,11,0.0046,-0.004,0.0023,0.188,0.173,1,walk
0.5027,12,0.0046,-0.004,0.0023,0.188,0.173,1,walk
0.505,13,0.0053,-0.0047,0.0026,0.175,0.236,1,walk
0.507,14,0.0053,-0.0047,0.0026,0.175,0.237,1,walk
0.5093,15,0.0061,-0.0054,0.0029,0.197,0.29,1,walk
0.5113,16,0.0061,-0.0054,0.0029,0.197,0.291,1,walk
0.5136,17,0.0069,-0.0061,0.0033,0.1895,0.339,1,walk
0.5157,18,0.0069,-0.0061,0.0033,0.1895,0.339,1,walk
0.5177,19,0.0078,-0.0069,0.0036,0.2031,0.408,1,walk
0.5197,20,0.0078,-0.0069,0.0036,0.2031,0.408,1,walk
0.5218,21,0.0086,-0.0077,0.0039,0.2084,0.474,1,walk
0.5239,22,0.0086,-0.0077,0.0039,0.2084,0.474,1,walk
0.5259,23,0.0095,-0.0085,0.0041,0.2024,0.564,1,walk
0.528,24,0.0095,-0.0085,0.0041,0.2024,0.564,1,walk
0.53,25,0.0103,-0.0093,0.0044,0.2027,0.64,1,walk
0.5321,26,0.0103,-0.0093,0.0044,0.2027,0.64,1,walk
0.5344,27,0.0112,-0.0102,0.0047,0.222,0.708,1,walk
0.5365,28,0.0113,-0.0102,0.0047,0.222,0.708,1,walk
0.5387,29,0.0122,-0.0111,0.005,0.2205,0.785,1,walk
0.5411,30,0.0131,-0.012,0.0052,0.2232,0.886,1,walk
0.5429,31,0.0131,-0.012,0.0052,0.2232,0.886,1,walk
0.5449,32,0.0131,-0.012,0.0052,0.2232,0.886,1,walk
0.5472,33,0.014,-0.0129,0.0055,0.2211,0.965,1,walk
0.5506,34,0.0148,-0.0136,0.0058,0.1879,1.054,1,walk
0.5527,35,0.0148,-0.0136,0.0058,0.1879,1.054,1,walk
0.555,36,0.0159,-0.0147,0.006,0.2604,1.165,1,walk
0.557,37,0.0159,-0.0147,0.006,0.2604,1.165,1,walk
