time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4865,1,0.0,-0.0,0.0,0.0099,0.0,stand
0.494,2,0.0,-0.0,-0.0,0.0087,0.009,stand
0.5028,3,0.0001,0.0,-0.0001,0.0138,0.017,stand
0.5087,4,0.0002,-0.0,-0.0002,0.0117,0.021,stand
0.5173,5,0.0003,-0.0,-0.0003,0.0128,0.031,stand
0.5244,6,0.0004,-0.0,-0.0004,0.0152,0.034,stand
0.532,7,0.0004,0.0,-0.0004,0.0117,0.042,stand
0.5364,8,0.0005,-0.0,-0.0005,0.0209,0.041,stand
0.5444,9,0.0006,0.0,-0.0006,0.0127,0.055,stand
0.5612,10,0.0008,0.0,-0.0008,0.0275,0.06,stand
0.5667,11,0.0009,0.0,-0.0009,0.0114,0.063,stand
0.5709,12,0.0009,0.0001,-0.0009,0.0133,0.066,stand
0.5734,13,0.0009,0.0001,-0.0009,0.0133,0.066,stand
0.5801,14,0.001,0.0001,-0.001,0.0097,0.078,stand
0.583,15,0.0011,0.0001,-0.0011,0.0134,0.074,stand
0.593,16,0.0012,0.0002,-0.0012,0.0115,0.074,stand
0.599,17,0.0013,0.0002,-0.0013,0.011,0.074,stand
0.601,18,0.0013,0.0002,-0.0013,0.011,0.074,stand
0.6084,19,0.0014,0.0003,-0.0014,0.0117,0.082,stand
0.619,20,0.0015,0.0003,-0.0015,0.0103,0.096,stand
0.6263,21,0.0016,0.0003,-0.0015,0.0116,0.094,stand
0.6337,22,0.0016,0.0003,-0.0016,0.0124,0.103,stand
0.6452,23,0.0018,0.0003,-0.0017,0.0151,0.105,stand
0.6489,24,0.0019,0.0003,-0.0018,0.0127,0.106,stand
0.6527,25,0.0019,0.0002,-0.0019,0.0127,0.106,stand
0.6609,26,0.002,0.0002,-0.002,0.0157,0.123,stand
0.6669,27,0.0021,0.0002,-0.0021,0.01,0.127,stand
0.6769,28,0.0022,0.0001,-0.0022,0.0133,0.139,stand
0.6813,29,0.0023,0.0001,-0.0023,0.0149,0.138,stand
0.6867,30,0.0023,0.0001,-0.0023,0.0149,0.138,stand
0.6917,31,0.0024,-0.0,-0.0024,0.0129,0.144,stand
0.6959,32,0.0025,-0.0004,-0.0025,0.0188,0.16,stand
0.7012,33,0.0026,-0.0005,-0.0026,0.015,0.171,stand
0.7034,34,0.0027,-0.0006,-0.0026,0.0165,0.185,stand
0.7129,35,0.0028,-0.0006,-0.0028,0.0194,0.209,stand
0.7237,36,0.003,-0.0006,-0.0029,0.0169,0.216,stand
0.7318,37,0.0032,-0.0005,-0.0032,0.0277,0.259,stand
0.7353,38,0.0032,-0.0005,-0.0032,0.0277,0.26,stand
0.7442,39,0.0036,-0.0005,-0.0036,0.0448,0.277,stand
0.7491,40,0.0037,-0.0006,-0.0036,0.0153,0.293,stand
0.7579,41,0.0039,-0.0007,-0.0038,0.0289,0.321,stand
0.7626,42,0.004,-0.0008,-0.0039,0.0222,0.337,stand
0.7687,43,0.0041,-0.0008,-0.004,0.0209,0.356,stand
0.7736,44,0.0042,-0.0008,-0.0041,0.0193,0.403,stand
0.7801,45,0.0043,-0.0009,-0.0042,0.0199,0.429,stand
0.7869,46,0.0045,-0.0009,-0.0044,0.0202,0.489,stand
0.7976,47,0.0047,-0.0011,-0.0046,0.024,0.575,stand
0.8026,48,0.0049,-0.0012,-0.0047,0.0341,0.595,stand
0.815,49,0.0052,-0.0013,-0.005,0.0207,0.688,stand
0.8199,50,0.0052,-0.0013,-0.005,0.0207,0.688,stand
0.8287,51,0.0055,-0.0014,-0.0053,0.0233,0.787,stand
0.8362,52,0.0057,-0.0015,-0.0055,0.03,0.847,stand
0.8405,53,0.0058,-0.0015,-0.0056,0.0228,0.878,stand
0.8412,54,0.0058,-0.0015,-0.0056,0.0228,0.878,stand
0.8526,55,0.0058,-0.0015,-0.0056,0.0536,1.153,stand
0.8628,56,0.0061,-0.0016,-0.0059,0.0313,1.231,stand
0.8657,57,0.0062,-0.0017,-0.006,0.027,1.281,stand
0.8703,58,0.0063,-0.0018,-0.0061,0.0302,1.339,stand
0.8934,59,0.0068,-0.0022,-0.0065,0.0221,1.644,stand
0.8961,60,0.0068,-0.0021,-0.0065,0.0221,1.643,stand
0.899,61,0.0069,-0.0022,-0.0065,0.0229,1.692,stand
0.909,62,0.0071,-0.0023,-0.0067,0.03,1.786,stand
0.9153,63,0.0072,-0.0024,-0.0068,0.0223,1.893,stand
0.922,64,0.0073,-0.0024,-0.0069,0.0236,1.944,stand
0.9266,65,0.0074,-0.0025,-0.007,0.026,2.001,stand
0.931,66,0.0075,-0.0025,-0.0071,0.0223,2.05,stand
0.9386,67,0.0077,-0.0026,-0.0073,0.0274,2.145,stand
0.9431,68,0.0079,-0.0026,-0.0075,0.0212,2.241,stand
0.9481,69,0.008,-0.0026,-0.0076,0.0247,2.286,stand
0.9542,70,0.0081,-0.0027,-0.0077,0.022,2.33,stand
0.9619,71,0.0083,-0.0027,-0.0079,0.027,2.411,stand
0.9663,72,0.0085,-0.0028,-0.008,0.0345,2.435,stand
0.9737,73,0.0086,-0.0028,-0.0081,0.0295,2.468,stand
0.9796,74,0.0088,-0.0029,-0.0084,0.0287,2.533,stand
0.9838,75,0.009,-0.0029,-0.0085,0.0289,2.569,stand
0.9916,76,0.0093,-0.0032,-0.0087,0.0281,2.627,stand
0.9977,77,0.0095,-0.0034,-0.0088,0.0309,2.64,stand
1.0033,78,0.0097,-0.0035,-0.0091,0.0252,2.675,stand
1.0091,79,0.0099,-0.0036,-0.0092,0.0283,2.678,stand
1.0119,80,0.01,-0.0036,-0.0093,0.032,2.688,stand
1.0156,81,0.01,-0.0036,-0.0093,0.032,2.677,stand
1.0238,82,0.0107,-0.0039,-0.0099,0.0346,2.536,stand
1.0278,83,0.0109,-0.0038,-0.0103,0.0396,2.548,stand
1.0307,84,0.0109,-0.0038,-0.0102,0.0396,2.547,stand
1.0427,85,0.0109,-0.0034,-0.0104,0.0416,2.742,stand
1.0504,86,0.0112,-0.0034,-0.0107,0.0346,2.784,stand
1.0638,87,0.0117,-0.0035,-0.0111,0.0333,2.831,stand
1.0745,88,0.0123,-0.0038,-0.0117,0.0317,2.666,stand
1.0769,89,0.0121,-0.0036,-0.0116,0.0293,2.868,stand
1.0813,90,0.0121,-0.0036,-0.0116,0.0293,2.868,stand
1.0933,91,0.0127,-0.0037,-0.0121,0.0307,2.933,stand
1.095,92,0.0127,-0.0037,-0.0121,0.0307,2.933,stand
1.1033,93,0.0128,-0.0038,-0.0122,0.0271,2.962,stand
1.1142,94,0.0131,-0.0039,-0.0125,0.0246,3.019,stand
1.1284,95,0.014,-0.0044,-0.0133,0.0297,2.893,stand
1.1369,96,0.0138,-0.0041,-0.0132,0.0434,2.749,stand
1.1408,97,0.014,-0.0041,-0.0134,0.0475,2.742,stand
1.1473,98,0.0142,-0.0041,-0.0136,0.0559,2.73,stand
1.1503,99,0.0142,-0.0041,-0.0136,0.0559,2.73,stand
1.1691,100,0.0151,-0.0039,-0.0146,0.0563,2.619,stand
1.1781,101,0.0157,-0.0038,-0.0153,0.0612,2.548,stand
1.1808,102,0.0157,-0.0037,-0.0153,0.0612,2.549,stand
1.1855,103,0.0159,-0.0037,-0.0155,0.0491,2.529,stand
1.1929,104,0.0162,-0.0037,-0.0158,0.0437,2.493,stand
1.2004,105,0.0166,-0.0036,-0.0162,0.0437,2.467,stand
1.2047,106,0.0168,-0.0036,-0.0164,0.0461,2.453,stand
1.2073,107,0.0169,-0.0036,-0.0166,0.0438,2.444,stand
1.2111,108,0.0169,-0.0036,-0.0166,0.0438,2.444,stand
1.2139,109,0.0171,-0.0036,-0.0167,0.0457,2.435,stand
1.2179,110,0.0173,-0.0037,-0.0169,0.0453,2.423,stand
1.2248,111,0.0177,-0.0038,-0.0173,0.0466,2.401,stand
1.2303,112,0.0179,-0.0038,-0.0174,0.0417,2.401,stand
1.2332,113,0.018,-0.0039,-0.0176,0.0357,2.397,stand
1.2447,114,0.0186,-0.004,-0.0181,0.0599,2.403,stand
1.2491,115,0.0187,-0.0041,-0.0183,0.0417,2.384,stand
1.2563,116,0.0191,-0.0042,-0.0186,0.0386,2.381,stand
1.2668,117,0.0195,-0.0044,-0.019,0.0398,2.37,stand
1.2784,118,0.02,-0.0046,-0.0194,0.0446,2.369,stand
1.2868,119,0.0204,-0.0052,-0.0198,0.0408,2.365,stand
1.2975,120,0.021,-0.0063,-0.0201,0.0517,2.389,stand
1.3001,121,0.0213,-0.0065,-0.0203,0.0479,2.402,stand
1.3053,122,0.0214,-0.0066,-0.0204,0.0416,2.396,stand
1.3104,123,0.0218,-0.0069,-0.0207,0.0537,2.442,stand
1.3144,124,0.0218,-0.0069,-0.0207,0.0537,2.457,stand
1.3164,125,0.0219,-0.0069,-0.0208,0.0347,2.472,stand
1.324,126,0.0222,-0.0072,-0.0211,0.0489,2.511,stand
1.3296,127,0.0224,-0.0073,-0.0212,0.06,2.536,stand
1.3398,128,0.0229,-0.008,-0.0215,0.0598,2.631,stand
1.346,129,0.0231,-0.0082,-0.0216,0.0656,2.673,stand
1.3499,130,0.0233,-0.0085,-0.0217,0.0608,2.721,stand
1.3613,131,0.0239,-0.0093,-0.022,0.0667,2.873,stand
1.3682,132,0.0241,-0.0096,-0.0221,0.0759,2.931,stand
1.374,133,0.0244,-0.0099,-0.0223,0.0879,2.975,stand
1.3795,134,0.0248,-0.0105,-0.0225,0.077,3.095,stand
1.3845,135,0.0251,-0.0106,-0.0227,0.0565,3.161,stand
1.3963,136,0.0258,-0.0116,-0.0231,0.0879,3.353,stand
1.3996,137,0.0261,-0.0119,-0.0232,0.0859,3.405,stand
1.4147,138,0.0269,-0.0129,-0.0237,0.0998,3.678,stand
1.4189,139,0.0272,-0.0133,-0.0238,0.0953,3.789,stand
1.4295,140,0.028,-0.0145,-0.024,0.1132,4.117,stand
1.4339,141,0.0284,-0.0149,-0.0241,0.1138,4.21,stand
1.4419,142,0.0289,-0.0158,-0.0242,0.1159,4.437,stand
1.4531,143,0.0298,-0.0173,-0.0243,0.1171,4.858,stand
1.4584,144,0.0298,-0.0173,-0.0243,0.1171,4.856,stand
1.4655,145,0.0306,-0.0188,-0.0242,0.1158,5.296,stand
