time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.5278,1,0.0,0.0,0.0,0.236,0.0,1,stand
0.5297,2,0.0,-0.0,-0.0,0.236,0.0,1,stand
0.5324,3,0.001,0.0004,-0.0009,0.2334,0.041,1,walk
0.5355,4,0.002,0.0007,-0.0018,0.2354,0.096,1,walk
0.5365,5,0.002,0.0007,-0.0018,0.2354,0.096,1,walk
0.5386,6,0.0029,0.0009,-0.0027,0.2253,0.131,1,walk
0.5407,7,0.0029,0.0009,-0.0027,0.2253,0.131,1,walk
0.5427,8,0.0039,0.0013,-0.0037,0.2387,0.19,1,walk
0.5448,9,0.0039,0.0013,-0.0037,0.2387,0.189,1,walk
0.5468,10,0.0048,0.0016,-0.0045,0.2242,0.218,1,walk
0.5489,11,0.0048,0.0016,-0.0045,0.2242,0.218,1,walk
0.5511,12,0.0057,0.0019,-0.0054,0.216,0.256,1,walk
0.5532,13,0.0057,0.0019,-0.0054,0.216,0.256,1,walk
0.5552,14,0.0067,0.0022,-0.0063,0.2289,0.298,1,walk
0.5573,15,0.0067,0.0022,-0.0063,0.2289,0.298,1,walk
0.5602,16,0.0078,0.0026,-0.0073,0.2565,0.383,1,walk
0.5622,17,0.0078,0.0026,-0.0073,0.2565,0.382,1,walk
0.5646,18,0.0087,0.0029,-0.0082,0.2387,0.446,1,walk
0.5666,19,0.0087,0.0029,-0.0082,0.2387,0.446,1,walk
0.5689,20,0.0096,0.0032,-0.0091,0.2139,0.482,1,walk
0.5709,21,0.0096,0.0032,-0.0091,0.2139,0.482,1,walk
0.573,22,0.0106,0.0035,-0.01,0.2306,0.514,1,walk
0.575,23,0.0106,0.0035,-0.01,0.2306,0.514,1,walk
0.5773,24,0.0116,0.0039,-0.0109,0.2369,0.57,1,walk
0.5793,25,0.0116,0.0039,-0.0109,0.2369,0.569,1,walk
0.5816,26,0.0125,0.0042,-0.0118,0.2231,0.647,1,walk
0.5836,27,0.0125,0.0042,-0.0118,0.2231,0.646,1,walk
0.5858,28,0.0135,0.0046,-0.0127,0.2335,0.711,1,walk
0.5879,29,0.0135,0.0046,-0.0127,0.2335,0.711,1,walk
0.59,30,0.0144,0.0049,-0.0136,0.2292,0.754,1,walk
0.592,31,0.0144,0.0049,-0.0136,0.2292,0.753,1,walk
0.5942,32,0.0153,0.0053,-0.0144,0.2158,0.79,1,walk
0.5962,33,0.0153,0.0053,-0.0144,0.2158,0.789,1,walk
0.5987,34,0.0162,0.0056,-0.0152,0.2167,0.846,1,walk
0.6019,35,0.0172,0.006,-0.0161,0.2213,0.899,1,walk
0.6039,36,0.0172,0.006,-0.0161,0.2213,0.899,1,walk
0.6061,37,0.0181,0.0065,-0.0169,0.2267,0.948,1,walk
0.608,38,0.0181,0.0065,-0.0169,0.2267,0.947,1,walk
0.6102,39,0.019,0.0069,-0.0177,0.2185,1.012,1,walk
0.6122,40,0.019,0.0069,-0.0177,0.2185,1.011,1,walk
0.6144,41,0.0198,0.0072,-0.0184,0.187,1.043,1,walk
0.6164,42,0.0198,0.0072,-0.0184,0.187,1.043,1,walk
0.6186,43,0.0207,0.0076,-0.0193,0.2263,1.113,1,walk
0.6206,44,0.0207,0.0076,-0.0193,0.2263,1.112,1,walk
0.6227,45,0.0216,0.0081,-0.0201,0.2278,1.166,1,walk
0.6247,46,0.0216,0.0081,-0.0201,0.2278,1.165,1,walk
0.627,47,0.0224,0.0085,-0.0208,0.1915,1.177,1,walk
0.6289,48,0.0224,0.0085,-0.0208,0.1915,1.176,1,walk
0.6311,49,0.0232,0.0089,-0.0214,0.1866,1.198,1,walk
0.6331,50,0.0232,0.0089,-0.0214,0.1866,1.198,1,walk
0.6353,51,0.0241,0.0094,-0.0221,0.2134,1.246,1,walk
0.6373,52,0.024,0.0094,-0.0221,0.2134,1.246,1,walk
0.6394,53,0.025,0.0101,-0.0229,0.2487,1.345,1,walk
0.6415,54,0.025,0.0101,-0.0229,0.2487,1.345,1,walk
0.6436,55,0.0259,0.0106,-0.0236,0.2119,1.382,1,walk
0.6457,56,0.0259,0.0106,-0.0236,0.2119,1.382,1,walk
