time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4279,1,0.0,0.0,-0.0,0.0079,100.669,stand
0.433,2,0.0001,0.0,-0.0001,0.0088,100.656,stand
0.4372,3,0.0001,0.0,-0.0001,0.0102,100.648,stand
0.4402,4,0.0002,0.0001,-0.0001,0.012,100.64,stand
0.4484,5,0.0003,0.0001,-0.0002,0.0083,100.623,stand
0.4526,6,0.0003,0.0001,-0.0003,0.0072,100.612,stand
0.4592,7,0.0004,0.0002,-0.0003,0.0098,100.599,stand
0.4697,8,0.0006,0.0003,-0.0005,0.0231,100.56,stand
0.4712,9,0.0006,0.0003,-0.0005,0.0231,100.556,stand
0.4803,10,0.0007,0.0004,-0.0006,0.0098,100.538,stand
0.4833,11,0.0009,0.0005,-0.0008,0.0204,100.511,stand
0.4877,12,0.001,0.0005,-0.0008,0.0101,100.495,stand
0.4902,13,0.001,0.0005,-0.0008,0.008,100.491,stand
0.4927,14,0.001,0.0005,-0.0008,0.008,100.491,stand
0.4978,15,0.0011,0.0006,-0.001,0.0132,100.448,stand
0.5002,16,0.0012,0.0006,-0.001,0.0132,100.431,stand
0.5035,17,0.0012,0.0006,-0.001,0.0119,100.415,stand
0.5081,18,0.0013,0.0007,-0.0011,0.0099,100.393,stand
0.5103,19,0.0013,0.0007,-0.0011,0.0087,100.367,stand
0.5129,20,0.0013,0.0007,-0.0011,0.0087,100.34,stand
0.5169,21,0.0014,0.0008,-0.0012,0.0108,100.331,stand
0.5175,22,0.0014,0.0008,-0.0012,0.0108,100.299,stand
0.5204,23,0.0015,0.0008,-0.0012,0.0138,100.276,stand
0.5243,24,0.0015,0.0008,-0.0013,0.0117,100.263,stand
0.527,25,0.0016,0.0009,-0.0013,0.0098,100.189,stand
0.5293,26,0.0016,0.0009,-0.0013,0.0098,100.166,stand
0.5353,27,0.0017,0.0009,-0.0014,0.0128,100.099,stand
0.5381,28,0.0017,0.0009,-0.0014,0.0128,100.058,stand
0.5417,29,0.0018,0.0009,-0.0015,0.0108,100.012,stand
0.5457,30,0.0018,0.001,-0.0015,0.0152,99.982,stand
0.549,31,0.0019,0.001,-0.0016,0.0152,99.899,stand
0.5521,32,0.0019,0.001,-0.0016,0.0117,99.823,stand
0.5549,33,0.0019,0.001,-0.0016,0.0117,99.767,stand
0.5576,34,0.002,0.001,-0.0017,0.0209,99.728,stand
0.561,35,0.002,0.0011,-0.0017,0.0105,99.643,stand
0.5629,36,0.0021,0.0011,-0.0017,0.0105,99.6,stand
0.5656,37,0.0021,0.0011,-0.0018,0.0127,99.591,stand
0.5675,38,0.0021,0.0011,-0.0018,0.0127,99.478,stand
0.5709,39,0.0022,0.0012,-0.0018,0.0088,99.431,stand
0.5728,40,0.0022,0.0012,-0.0019,0.0127,99.349,stand
0.5759,41,0.0022,0.0012,-0.0019,0.0127,99.324,stand
0.5803,42,0.0023,0.0013,-0.0019,0.0116,99.186,stand
0.5841,43,0.0024,0.0013,-0.0021,0.0275,99.089,stand
0.5877,44,0.0025,0.0013,-0.0021,0.0114,99.03,stand
0.5883,45,0.0025,0.0013,-0.0021,0.0114,98.913,stand
0.5913,46,0.0025,0.0013,-0.0022,0.0133,98.911,stand
0.5935,47,0.0026,0.0014,-0.0022,0.0133,98.758,stand
0.5985,48,0.0027,0.0015,-0.0023,0.0097,98.619,stand
0.6047,49,0.0028,0.0015,-0.0023,0.0134,98.525,stand
0.6058,50,0.0028,0.0016,-0.0023,0.0134,98.389,stand
0.6121,51,0.003,0.0017,-0.0024,0.0115,98.355,stand
0.6172,52,0.0032,0.0019,-0.0025,0.0141,98.033,stand
0.6193,53,0.0032,0.002,-0.0026,0.0141,97.88,stand
0.6226,54,0.0033,0.002,-0.0026,0.0097,97.87,stand
0.6264,55,0.0034,0.0021,-0.0027,0.0097,97.591,stand
0.6313,56,0.0036,0.0022,-0.0028,0.0108,97.424,stand
0.634,57,0.0037,0.0023,-0.0028,0.0108,97.254,stand
0.6365,58,0.0037,0.0024,-0.0029,0.0098,97.164,stand
0.6391,59,0.0039,0.0025,-0.003,0.0103,96.979,stand
0.6424,60,0.0039,0.0025,-0.003,0.0103,96.934,stand
0.6448,61,0.004,0.0026,-0.003,0.0116,96.753,stand
0.6499,62,0.0042,0.0028,-0.0031,0.0124,96.512,stand
0.6523,63,0.0043,0.0029,-0.0031,0.0113,96.373,stand
0.6551,64,0.0044,0.003,-0.0032,0.0113,96.278,stand
0.6577,65,0.0045,0.0031,-0.0032,0.0144,96.126,stand
0.6609,66,0.0046,0.0031,-0.0034,0.0151,96.079,stand
0.6645,67,0.0047,0.0032,-0.0035,0.0094,95.874,stand
0.6667,68,0.0048,0.0032,-0.0035,0.0094,95.715,stand
0.6688,69,0.0048,0.0032,-0.0036,0.0127,95.715,stand
0.6712,70,0.0048,0.0032,-0.0036,0.0127,95.498,stand
0.6741,71,0.0049,0.0032,-0.0037,0.0119,95.271,stand
0.6756,72,0.0049,0.0032,-0.0037,0.0119,95.215,stand
0.6781,73,0.0049,0.0032,-0.0037,0.0097,95.038,stand
0.6807,74,0.005,0.0033,-0.0038,0.0157,94.92,stand
0.6835,75,0.005,0.0033,-0.0038,0.0157,94.862,stand
0.6863,76,0.005,0.0033,-0.0038,0.01,94.57,stand
0.6882,77,0.005,0.0033,-0.0038,0.01,94.409,stand
0.6903,78,0.005,0.0033,-0.0038,0.015,94.349,stand
0.6928,79,0.005,0.0033,-0.0038,0.015,94.202,stand
0.6957,80,0.005,0.0033,-0.0038,0.011,94.159,stand
0.6988,81,0.005,0.0032,-0.0038,0.0133,93.966,stand
0.702,82,0.005,0.0032,-0.0038,0.0149,93.737,stand
0.7045,83,0.005,0.0032,-0.0038,0.0149,93.737,stand
0.7077,84,0.005,0.0032,-0.0039,0.015,93.492,stand
0.7117,85,0.0051,0.0032,-0.0039,0.0129,93.446,stand
0.7132,86,0.005,0.0032,-0.0039,0.0129,93.248,stand
0.7163,87,0.0051,0.0032,-0.0039,0.0188,93.242,stand
0.7193,88,0.0051,0.0032,-0.004,0.015,92.982,stand
0.7208,89,0.0051,0.0032,-0.0039,0.015,92.929,stand
0.724,90,0.0051,0.0032,-0.004,0.0165,92.705,stand
0.726,91,0.0051,0.0032,-0.0039,0.0165,92.48,stand
0.7297,92,0.0052,0.0033,-0.004,0.0176,92.423,stand
0.7329,93,0.0052,0.0033,-0.0041,0.0194,92.182,stand
0.7348,94,0.0052,0.0033,-0.004,0.0194,92.005,stand
0.7395,95,0.0053,0.0033,-0.0042,0.0169,91.944,stand
0.7427,96,0.0053,0.0033,-0.0041,0.0169,91.582,stand
0.7466,97,0.0053,0.0033,-0.0042,0.0222,91.392,stand
0.7478,98,0.0054,0.0033,-0.0043,0.0204,91.208,stand
0.751,99,0.0054,0.0033,-0.0042,0.0204,91.084,stand
0.7542,100,0.0054,0.0033,-0.0043,0.0277,90.889,stand
0.7576,101,0.0055,0.0033,-0.0044,0.0336,90.563,stand
0.7617,102,0.0056,0.0033,-0.0045,0.0253,90.493,stand
0.7625,103,0.0056,0.0033,-0.0045,0.0253,90.243,stand
0.7658,104,0.0057,0.0033,-0.0046,0.0448,90.124,stand
0.7677,105,0.0057,0.0033,-0.0046,0.0448,89.998,stand
0.7709,106,0.0057,0.0033,-0.0047,0.0153,89.732,stand
0.7737,107,0.0058,0.0033,-0.0047,0.0237,89.655,stand
0.7768,108,0.0058,0.0033,-0.0048,0.0289,89.328,stand
0.7796,109,0.0058,0.0033,-0.0048,0.0289,89.203,stand
0.7829,110,0.0058,0.0032,-0.0049,0.0222,88.998,stand
0.7839,111,0.0058,0.0033,-0.0048,0.0222,88.936,stand
0.7875,112,0.0059,0.0032,-0.0049,0.0209,88.667,stand
0.7915,113,0.0059,0.0032,-0.005,0.0191,88.577,stand
0.7935,114,0.0059,0.0032,-0.0049,0.0191,88.264,stand
0.7985,115,0.006,0.0032,-0.0051,0.0199,88.032,stand
0.8008,116,0.0059,0.0032,-0.005,0.0199,87.72,stand
0.8034,117,0.006,0.0031,-0.0051,0.0194,87.568,stand
0.8059,118,0.006,0.0031,-0.0051,0.0202,87.349,stand
0.8079,119,0.006,0.0031,-0.0051,0.0202,87.224,stand
0.8117,120,0.006,0.0031,-0.0052,0.0218,87.132,stand
0.8162,121,0.006,0.003,-0.0051,0.0176,86.605,stand
0.8189,122,0.006,0.003,-0.0052,0.024,86.516,stand
0.8205,123,0.006,0.003,-0.0052,0.024,86.392,stand
0.8249,124,0.006,0.0029,-0.0053,0.0341,86.122,stand
0.8259,125,0.006,0.0029,-0.0052,0.0341,86.06,stand
0.8296,126,0.006,0.0029,-0.0053,0.0222,85.844,stand
0.8316,127,0.006,0.0028,-0.0053,0.0312,85.622,stand
0.8334,128,0.006,0.0028,-0.0053,0.0312,85.434,stand
0.8377,129,0.006,0.0028,-0.0054,0.0207,85.279,stand
0.8383,130,0.006,0.0028,-0.0053,0.0207,85.09,stand
0.8405,131,0.0061,0.0028,-0.0054,0.0276,84.936,stand
0.8454,132,0.0061,0.0027,-0.0054,0.0234,84.712,stand
0.848,133,0.0061,0.0027,-0.0054,0.0233,84.36,stand
0.8502,134,0.0061,0.0027,-0.0054,0.0233,84.36,stand
0.8532,135,0.0061,0.0027,-0.0054,0.0232,84.019,stand
0.8552,136,0.006,0.0027,-0.0054,0.0232,83.891,stand
0.8584,137,0.0061,0.0027,-0.0055,0.03,83.726,stand
0.8622,138,0.0061,0.0027,-0.0055,0.0228,83.503,stand
0.8625,139,0.0061,0.0027,-0.0055,0.0228,83.439,stand
0.8655,140,0.0062,0.0027,-0.0055,0.0235,83.27,stand
0.8685,141,0.0062,0.0027,-0.0056,0.028,82.979,stand
0.8704,142,0.0061,0.0027,-0.0055,0.028,82.786,stand
0.8728,143,0.006,0.0028,-0.0053,0.0536,82.457,stand
0.8753,144,0.0059,0.0028,-0.0052,0.0536,82.327,stand
0.8799,145,0.006,0.0027,-0.0053,0.0394,82.102,stand
0.8825,146,0.006,0.0027,-0.0054,0.0313,81.923,stand
0.883,147,0.006,0.0027,-0.0053,0.0313,81.663,stand
0.8857,148,0.006,0.0027,-0.0054,0.027,81.547,stand
0.8877,149,0.0059,0.0027,-0.0053,0.027,81.351,stand
0.8939,150,0.006,0.0026,-0.0054,0.0302,81.161,stand
0.8977,151,0.0059,0.0025,-0.0054,0.0274,80.657,stand
0.8995,152,0.0059,0.0026,-0.0053,0.0274,80.46,stand
0.9028,153,0.0059,0.0025,-0.0053,0.029,80.267,stand
0.9061,154,0.0059,0.0025,-0.0053,0.0261,80.028,stand
0.9086,155,0.0058,0.0025,-0.0052,0.0261,79.699,stand
0.9119,156,0.0057,0.0025,-0.0052,0.0283,79.451,stand
0.9153,157,0.0057,0.0024,-0.0052,0.0221,79.279,stand
0.9168,158,0.0057,0.0025,-0.0051,0.0221,79.148,stand
0.921,159,0.0056,0.0024,-0.0051,0.0229,78.904,stand
0.9214,160,0.0056,0.0025,-0.005,0.0229,78.774,stand
0.9241,161,0.0056,0.0025,-0.005,0.0217,78.473,stand
0.9261,162,0.0055,0.0025,-0.005,0.0217,78.344,stand
0.9289,163,0.0056,0.0024,-0.005,0.03,78.293,stand
0.9317,164,0.0056,0.0024,-0.005,0.0255,77.92,stand
0.9337,165,0.0055,0.0024,-0.005,0.0255,77.856,stand
0.9377,166,0.0055,0.0024,-0.0049,0.0223,77.484,stand
0.9401,167,0.0055,0.0024,-0.005,0.0236,77.37,stand
0.9445,168,0.0055,0.0024,-0.005,0.026,77.054,stand
0.9472,169,0.0056,0.0024,-0.005,0.0223,76.744,stand
0.9494,170,0.0057,0.0025,-0.0051,0.0223,76.616,stand
0.9526,171,0.006,0.0025,-0.0054,0.0251,76.384,stand
0.954,172,0.0063,0.0025,-0.0058,0.0251,76.214,stand
0.9578,173,0.0066,0.0024,-0.0061,0.0274,76.062,stand
0.9597,174,0.0068,0.0025,-0.0064,0.0274,75.906,stand
0.9627,175,0.0071,0.0025,-0.0066,0.0212,75.761,stand
0.9653,176,0.0073,0.0025,-0.0068,0.0212,75.56,stand
0.9668,177,0.0073,0.0025,-0.0069,0.0212,75.511,stand
0.97,178,0.0074,0.0025,-0.007,0.0247,75.226,stand
0.9736,179,0.0075,0.0025,-0.0071,0.022,75.134,stand
0.9756,180,0.0075,0.0025,-0.0071,0.022,74.992,stand
0.9804,181,0.0076,0.0024,-0.0072,0.027,74.769,stand
0.981,182,0.0076,0.0024,-0.0072,0.027,74.675,stand
0.9838,183,0.0076,0.0024,-0.0072,0.027,74.532,stand
0.9877,184,0.0076,0.0024,-0.0072,0.0345,74.462,stand
0.9881,185,0.0076,0.0024,-0.0072,0.0345,74.271,stand
0.992,186,0.0077,0.0024,-0.0073,0.0295,74.238,stand
0.993,187,0.0076,0.0023,-0.0072,0.0295,74.051,stand
0.9964,188,0.0076,0.0023,-0.0073,0.0255,73.832,stand
0.9986,189,0.0077,0.0023,-0.0074,0.0287,73.66,stand
1.0011,190,0.0077,0.0023,-0.0074,0.0287,73.613,stand
1.0043,191,0.0078,0.0023,-0.0075,0.0289,73.484,stand
1.0073,192,0.0078,0.0023,-0.0075,0.0257,73.217,stand
1.0095,193,0.0078,0.0024,-0.0074,0.0257,73.121,stand
1.0131,194,0.0079,0.0024,-0.0075,0.0281,72.845,stand
1.0163,195,0.008,0.0024,-0.0076,0.0309,72.776,stand
1.0192,196,0.0081,0.0023,-0.0077,0.0271,72.557,stand
1.0204,197,0.0081,0.0023,-0.0077,0.0271,72.457,stand
1.0247,198,0.0082,0.0023,-0.0078,0.0252,72.331,stand
1.0285,199,0.0083,0.0023,-0.008,0.0283,72.107,stand
1.0289,200,0.0083,0.0023,-0.008,0.0283,72.056,stand
1.0315,201,0.0084,0.0023,-0.0081,0.032,71.879,stand
1.0333,202,0.0084,0.0023,-0.0081,0.032,71.774,stand
1.0377,203,0.0088,0.002,-0.0086,0.1468,71.77,stand
1.0382,204,0.0088,0.0019,-0.0086,0.1468,71.664,stand
1.0436,205,0.009,0.002,-0.0088,0.0346,71.436,stand
1.0468,206,0.0092,0.002,-0.009,0.0384,71.156,stand
1.0497,207,0.0094,0.002,-0.0091,0.0396,71.044,stand
1.0535,208,0.0095,0.002,-0.0093,0.0422,70.884,stand
1.0539,209,0.0095,0.002,-0.0093,0.0422,70.776,stand
1.0573,210,0.0094,0.0023,-0.0091,0.0951,70.43,stand
1.0599,211,0.0096,0.0023,-0.0093,0.0416,70.307,stand
1.0627,212,0.0096,0.0023,-0.0094,0.0416,70.088,stand
1.0664,213,0.0098,0.0023,-0.0095,0.0348,69.846,stand
1.0692,214,0.01,0.0024,-0.0097,0.0346,69.77,stand
1.0707,215,0.01,0.0023,-0.0097,0.0346,69.66,stand
1.0736,216,0.0101,0.0023,-0.0099,0.0389,69.477,stand
1.0755,217,0.0102,0.0023,-0.0099,0.0389,69.366,stand
1.0787,218,0.0103,0.0023,-0.0101,0.0414,69.132,stand
1.0829,219,0.0105,0.0023,-0.0102,0.0333,69.056,stand
1.0835,220,0.0105,0.0023,-0.0102,0.0333,68.831,stand
1.0864,221,0.0108,0.0019,-0.0106,0.1232,68.888,stand
1.0889,222,0.011,0.0019,-0.0108,0.0317,68.713,stand
1.0918,223,0.011,0.0019,-0.0108,0.0317,68.599,stand
1.0941,224,0.011,0.0018,-0.0108,0.0317,68.484,stand
1.0995,225,0.011,0.002,-0.0108,0.0293,67.937,stand
1.1012,226,0.011,0.002,-0.0108,0.0293,67.822,stand
1.1036,227,0.0111,0.002,-0.0109,0.0359,67.632,stand
1.1085,228,0.0112,0.0019,-0.011,0.0277,67.498,stand
1.1131,229,0.0113,0.0018,-0.0112,0.0424,67.193,stand
1.1169,230,0.0114,0.0017,-0.0113,0.0307,66.875,stand
1.1174,231,0.0114,0.0016,-0.0113,0.0307,66.815,stand
1.121,232,0.0115,0.0016,-0.0114,0.0271,66.546,stand
1.123,233,0.0115,0.0015,-0.0114,0.0277,66.408,stand
1.1262,234,0.0115,0.0014,-0.0114,0.0277,66.348,stand
1.1315,235,0.0117,0.0013,-0.0116,0.0246,66.064,stand
1.1365,236,0.0117,0.0012,-0.0116,0.0261,65.618,stand
1.1394,237,0.0117,0.0011,-0.0117,0.0276,65.418,stand
1.1425,238,0.0117,0.001,-0.0117,0.0276,65.168,stand
1.1471,239,0.0121,0.0006,-0.0121,0.1361,65.138,stand
1.1491,240,0.0122,0.0006,-0.0122,0.0297,65.01,stand
1.151,241,0.0121,0.0005,-0.0121,0.0297,64.756,stand
1.1538,242,0.0119,0.0008,-0.0119,0.1371,64.826,stand
1.1575,243,0.012,0.0007,-0.012,0.0434,64.582,stand
1.1612,244,0.0121,0.0007,-0.0121,0.0475,64.333,stand
1.1666,245,0.0123,0.0006,-0.0123,0.0559,64.088,stand
1.1671,246,0.0122,0.0006,-0.0122,0.0559,63.83,stand
1.17,247,0.0124,0.0006,-0.0124,0.053,63.783,stand
1.172,248,0.0124,0.0005,-0.0124,0.053,63.524,stand
1.1753,249,0.0125,0.0006,-0.0125,0.0475,63.419,stand
1.1786,250,0.0127,0.0006,-0.0127,0.0546,63.244,stand
1.1796,251,0.0127,0.0006,-0.0127,0.0546,63.114,stand
1.1829,252,0.0129,0.0006,-0.0129,0.0542,63.007,stand
1.1876,253,0.013,0.0006,-0.013,0.0563,62.705,stand
1.191,254,0.0132,0.0006,-0.0132,0.0535,62.665,stand
1.1951,255,0.0134,0.0006,-0.0134,0.0563,62.225,stand
1.1976,256,0.0136,0.0006,-0.0136,0.0612,62.121,stand
1.2003,257,0.0136,0.0006,-0.0136,0.0612,61.859,stand
1.2036,258,0.0138,0.0006,-0.0138,0.0491,61.748,stand
1.2063,259,0.0139,0.0006,-0.0139,0.0472,61.57,stand
1.2082,260,0.0139,0.0006,-0.0139,0.0472,61.439,stand
1.2124,261,0.0141,0.0006,-0.0141,0.0437,61.2,stand
1.2129,262,0.0141,0.0006,-0.0141,0.0437,61.136,stand
1.2164,263,0.0143,0.0006,-0.0143,0.0454,61.083,stand
1.2172,264,0.0143,0.0006,-0.0143,0.0454,60.891,stand
1.2202,265,0.0145,0.0007,-0.0144,0.0437,60.715,stand
