time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.4373,1,0.0,0.0,0.0,0.1746,69.115,jog
0.4395,2,0.0007,0.0007,0.0,0.1667,69.167,jog
0.4415,3,0.0007,0.0007,0.0,0.1667,69.167,jog
0.4436,4,0.0013,0.0013,0.0001,0.1443,69.186,jog
0.4456,5,0.0013,0.0013,0.0001,0.1443,69.186,jog
0.4477,6,0.002,0.002,0.0002,0.1791,69.248,jog
0.4498,7,0.002,0.002,0.0002,0.1791,69.248,jog
0.4519,8,0.0028,0.0028,0.0003,0.1798,69.332,jog
0.4539,9,0.0028,0.0027,0.0003,0.1798,69.331,jog
0.456,10,0.0035,0.0035,0.0004,0.184,69.407,jog
0.458,11,0.0035,0.0035,0.0004,0.184,69.406,jog
0.4601,12,0.0043,0.0042,0.0005,0.1801,69.481,jog
0.4621,13,0.0042,0.0042,0.0005,0.1801,69.48,jog
0.4642,14,0.0049,0.0049,0.0006,0.1704,69.564,jog
0.4663,15,0.0049,0.0049,0.0006,0.1704,69.563,jog
0.4684,16,0.0058,0.0057,0.0006,0.1996,69.65,jog
0.4704,17,0.0057,0.0057,0.0006,0.1996,69.648,jog
0.4725,18,0.0065,0.0064,0.0007,0.1763,69.71,jog
0.4745,19,0.0065,0.0064,0.0007,0.1763,69.707,jog
0.4767,20,0.0072,0.0072,0.0008,0.1893,69.783,jog
0.4787,21,0.0072,0.0072,0.0008,0.1893,69.779,jog
0.4808,22,0.008,0.0079,0.0009,0.1798,69.851,jog
0.4828,23,0.0079,0.0079,0.0009,0.1798,69.849,jog
0.4849,24,0.0087,0.0086,0.001,0.1796,69.922,jog
0.4869,25,0.0087,0.0086,0.001,0.1796,69.917,jog
0.4891,26,0.0093,0.0093,0.001,0.1613,69.982,jog
0.4912,27,0.0093,0.0093,0.001,0.1613,69.976,jog
0.4933,28,0.01,0.0099,0.001,0.1545,70.036,jog
0.4953,29,0.0099,0.0099,0.001,0.1545,70.028,jog
0.4975,30,0.0105,0.0105,0.001,0.1392,70.074,jog
0.4995,31,0.0105,0.0104,0.001,0.1392,70.063,jog
0.5016,32,0.011,0.011,0.001,0.1322,70.089,jog
0.5036,33,0.011,0.011,0.001,0.1322,70.07,jog
0.5057,34,0.0117,0.0117,0.001,0.1662,70.119,jog
0.5077,35,0.0117,0.0117,0.001,0.1662,70.111,jog
0.51,36,0.0123,0.0123,0.001,0.1459,70.141,jog
0.512,37,0.0123,0.0122,0.001,0.1459,70.123,jog
