time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.5485,1,0.0,0.0,0.0,0.2159,1.327,walk
0.5488,2,0.0,-0.0,0.0,0.2159,1.327,walk
0.5491,3,0.0,-0.0,0.0,0.2159,1.327,walk
0.5493,4,0.0,-0.0,0.0,0.2159,1.327,walk
0.5495,5,0.0,-0.0,0.0,0.2159,1.327,walk
0.5497,6,0.0,-0.0,0.0,0.2159,1.327,walk
0.5499,7,0.0,-0.0,0.0,0.2159,1.327,walk
0.5501,8,0.0,-0.0,0.0,0.2159,1.327,walk
0.5504,9,0.0,-0.0,0.0,0.2159,1.327,walk
0.5505,10,0.0,-0.0,0.0,0.2159,1.327,walk
0.5514,11,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5517,12,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5519,13,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5532,14,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5534,15,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5536,16,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5539,17,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5541,18,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5544,19,0.0009,0.0003,-0.0008,0.2182,1.383,walk
0.5545,20,0.0009,0.0003,-0.0008,0.2182,1.382,walk
0.5547,21,0.0009,0.0003,-0.0008,0.2182,1.382,walk
0.5548,22,0.0009,0.0003,-0.0008,0.2182,1.382,walk
0.5564,23,0.0018,0.0007,-0.0017,0.2217,1.437,walk
0.5566,24,0.0018,0.0007,-0.0017,0.2217,1.437,walk
0.5567,25,0.0018,0.0007,-0.0017,0.2217,1.437,walk
0.5569,26,0.0018,0.0007,-0.0017,0.2217,1.437,walk
0.5571,27,0.0018,0.0007,-0.0017,0.2217,1.437,walk
0.5573,28,0.0018,0.0007,-0.0017,0.2217,1.437,walk
0.5575,29,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5577,30,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5578,31,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.558,32,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5582,33,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5584,34,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5585,35,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5587,36,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5589,37,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.559,38,0.0018,0.0007,-0.0017,0.2217,1.436,walk
0.5606,39,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5608,40,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5609,41,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5611,42,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5613,43,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5615,44,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5617,45,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5618,46,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.562,47,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5622,48,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5624,49,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5625,50,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5627,51,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5629,52,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.563,53,0.0027,0.0011,-0.0025,0.2269,1.485,walk
0.5636,54,0.0037,0.0015,-0.0033,0.2186,1.55,walk
0.5647,55,0.0036,0.0015,-0.0033,0.2186,1.55,walk
0.5649,56,0.0036,0.0015,-0.0033,0.2186,1.55,walk
0.5651,57,0.0036,0.0015,-0.0033,0.2186,1.55,walk
0.5653,58,0.0036,0.0015,-0.0033,0.2186,1.55,walk
0.5655,59,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5656,60,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5658,61,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.566,62,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5662,63,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5664,64,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5666,65,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5667,66,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5669,67,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5671,68,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5673,69,0.0036,0.0015,-0.0033,0.2186,1.549,walk
0.5678,70,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5691,71,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5693,72,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5694,73,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5696,74,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5698,75,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5699,76,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5701,77,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5702,78,0.0044,0.0018,-0.004,0.1875,1.581,walk
0.5704,79,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.5706,80,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.5707,81,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.5709,82,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.571,83,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.5712,84,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.5714,85,0.0044,0.0018,-0.004,0.1875,1.58,walk
0.572,86,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5722,87,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5735,88,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5736,89,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5738,90,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.574,91,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5741,92,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5743,93,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5744,94,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5746,95,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5748,96,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5749,97,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5751,98,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5752,99,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5754,100,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5756,101,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5757,102,0.0054,0.0023,-0.0048,0.2264,1.65,walk
0.5763,103,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5765,104,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5771,105,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5779,106,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5781,107,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5783,108,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5785,109,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5787,110,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5789,111,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5791,112,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5792,113,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5794,114,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5796,115,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5798,116,0.0063,0.0027,-0.0057,0.2282,1.703,walk
0.5803,117,0.0071,0.0031,-0.0063,0.1916,1.714,walk
0.5805,118,0.0071,0.0031,-0.0063,0.1916,1.714,walk
0.5807,119,0.0071,0.0031,-0.0063,0.1916,1.714,walk
0.5809,120,0.0071,0.0031,-0.0063,0.1916,1.714,walk
0.5822,121,0.0071,0.0031,-0.0063,0.1916,1.714,walk
0.5824,122,0.0071,0.0031,-0.0063,0.1916,1.714,walk
0.5826,123,0.0071,0.0031,-0.0063,0.1916,1.714,walk
