time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4823,1,0.0,0.0,0.0,0.0093,0.0,1,stand
0.4845,2,0.0001,0.0,-0.0001,0.0137,0.007,1,stand
0.4875,3,0.0001,0.0,-0.0001,0.0112,0.01,1,stand
0.4885,4,0.0001,0.0,-0.0001,0.0112,0.011,1,stand
0.4917,5,0.0001,0.0,-0.0001,0.0097,0.014,1,stand
0.4927,6,0.0001,0.0,-0.0001,0.0097,0.014,1,stand
0.4948,7,0.0002,0.0,-0.0002,0.0118,0.019,1,stand
0.4969,8,0.0002,0.0,-0.0002,0.0118,0.019,1,stand
0.499,9,0.0002,0.0,-0.0002,0.0114,0.021,1,stand
0.501,10,0.0002,0.0,-0.0002,0.0114,0.021,1,stand
0.5031,11,0.0003,0.0,-0.0003,0.0108,0.024,1,stand
0.5052,12,0.0003,0.0,-0.0003,0.0108,0.024,1,stand
0.5073,13,0.0003,0.0,-0.0003,0.0132,0.024,1,stand
0.5094,14,0.0003,0.0,-0.0003,0.0132,0.024,1,stand
0.5114,15,0.0004,0.0,-0.0004,0.0127,0.026,1,stand
0.5135,16,0.0004,-0.0,-0.0004,0.0127,0.026,1,stand
0.5156,17,0.0004,0.0,-0.0004,0.0094,0.031,1,stand
0.5177,18,0.0004,0.0,-0.0004,0.0094,0.031,1,stand
0.5198,19,0.0004,0.0,-0.0004,0.0158,0.031,1,stand
0.5218,20,0.0004,0.0,-0.0004,0.0158,0.031,1,stand
0.524,21,0.0005,0.0,-0.0005,0.0104,0.035,1,stand
0.5261,22,0.0005,0.0,-0.0005,0.0104,0.035,1,stand
0.5282,23,0.0005,0.0,-0.0005,0.0127,0.044,1,stand
0.5303,24,0.0005,0.0,-0.0005,0.0127,0.045,1,stand
0.5324,25,0.0006,0.0001,-0.0006,0.0085,0.044,1,stand
0.5345,26,0.0006,0.0001,-0.0006,0.0085,0.044,1,stand
0.5365,27,0.0006,0.0001,-0.0006,0.0123,0.054,1,stand
0.5386,28,0.0006,0.0001,-0.0006,0.0123,0.054,1,stand
0.5407,29,0.0007,0.0001,-0.0007,0.0115,0.062,1,stand
0.5427,30,0.0007,0.0001,-0.0007,0.0115,0.062,1,stand
0.5449,31,0.0008,0.0001,-0.0008,0.0273,0.05,1,stand
0.5469,32,0.0008,0.0001,-0.0008,0.0273,0.05,1,stand
0.549,33,0.0008,0.0001,-0.0008,0.0113,0.052,1,stand
0.5511,34,0.0008,0.0001,-0.0008,0.0113,0.053,1,stand
0.5533,35,0.0009,0.0001,-0.0009,0.0121,0.056,1,stand
0.5553,36,0.0009,0.0001,-0.0009,0.0121,0.056,1,stand
0.5574,37,0.0009,0.0001,-0.0009,0.0126,0.065,1,stand
0.5594,38,0.0009,0.0001,-0.0009,0.0126,0.066,1,stand
0.5615,39,0.0009,0.0001,-0.0009,0.0097,0.068,1,stand
0.5635,40,0.0009,0.0001,-0.0009,0.0097,0.068,1,stand
0.5656,41,0.001,0.0001,-0.001,0.0126,0.064,1,stand
0.5677,42,0.001,0.0001,-0.001,0.0126,0.064,1,stand
0.5698,43,0.0011,0.0002,-0.001,0.0215,0.055,1,stand
0.5719,44,0.0011,0.0002,-0.001,0.0215,0.055,1,stand
0.5741,45,0.0011,0.0003,-0.0011,0.0112,0.064,1,stand
0.5761,46,0.0011,0.0003,-0.0011,0.0112,0.065,1,stand
0.5783,47,0.0012,0.0003,-0.0011,0.0137,0.06,1,stand
0.5804,48,0.0012,0.0003,-0.0011,0.0137,0.06,1,stand
0.5827,49,0.0012,0.0003,-0.0012,0.0107,0.063,1,stand
0.5847,50,0.0012,0.0003,-0.0012,0.0107,0.064,1,stand
0.5868,51,0.0013,0.0003,-0.0012,0.0091,0.072,1,stand
0.5888,52,0.0013,0.0003,-0.0012,0.0091,0.072,1,stand
0.591,53,0.0013,0.0003,-0.0013,0.0116,0.072,1,stand
0.5931,54,0.0013,0.0003,-0.0013,0.0116,0.072,1,stand
0.5966,55,0.0014,0.0003,-0.0013,0.0108,0.074,1,stand
0.5972,56,0.0014,0.0003,-0.0013,0.0108,0.074,1,stand
