time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,gait
0.522,1,0.0,0.0,0.0,0.2263,69.696,walk
0.5241,2,0.0009,0.0002,-0.0009,0.236,69.648,walk
0.5262,3,0.0009,-0.0,-0.0009,0.236,69.655,walk
0.5284,4,0.0018,0.0002,-0.0018,0.2334,69.616,walk
0.5307,5,0.0027,0.0002,-0.0027,0.2354,69.571,walk
0.5325,6,0.0027,0.0,-0.0027,0.2354,69.577,walk
0.5349,7,0.0036,0.0001,-0.0036,0.2253,69.552,walk
0.5367,8,0.0037,-0.0001,-0.0037,0.2253,69.555,walk
0.5386,9,0.0038,-0.0004,-0.0037,0.2253,69.565,walk
0.5408,10,0.0047,-0.0003,-0.0047,0.2387,69.512,walk
0.5429,11,0.0048,-0.0005,-0.0047,0.2387,69.517,walk
0.5448,12,0.0057,-0.0004,-0.0057,0.2242,69.495,walk
0.5468,13,0.0058,-0.0006,-0.0057,0.2242,69.498,walk
0.5489,14,0.0067,-0.0004,-0.0066,0.216,69.463,walk
0.5509,15,0.0067,-0.0006,-0.0067,0.216,69.467,walk
0.553,16,0.0077,-0.0005,-0.0077,0.2289,69.426,walk
0.555,17,0.0078,-0.0007,-0.0077,0.2289,69.428,walk
0.5571,18,0.0088,-0.0005,-0.0088,0.2565,69.344,walk
0.5591,19,0.0089,-0.0007,-0.0089,0.2565,69.344,walk
0.5612,20,0.0099,-0.0006,-0.0099,0.2387,69.279,walk
0.5633,21,0.01,-0.0008,-0.01,0.2387,69.277,walk
0.5653,22,0.0109,-0.0008,-0.0109,0.2139,69.237,walk
0.5674,23,0.011,-0.001,-0.011,0.2139,69.229,walk
0.5694,24,0.012,-0.0009,-0.0119,0.2306,69.194,walk
0.5715,25,0.0121,-0.0011,-0.012,0.2306,69.188,walk
0.5735,26,0.013,-0.0009,-0.013,0.2369,69.123,walk
0.5756,27,0.0131,-0.0011,-0.0131,0.2369,69.114,walk
0.5777,28,0.0141,-0.0011,-0.014,0.2231,69.014,walk
0.5797,29,0.0142,-0.0013,-0.0141,0.2231,69.008,walk
0.582,30,0.0151,-0.0012,-0.0151,0.2335,68.93,walk
0.5841,31,0.0152,-0.0014,-0.0151,0.2335,68.916,walk
0.5862,32,0.0161,-0.0013,-0.0161,0.2292,68.857,walk
0.5883,33,0.0162,-0.0015,-0.0161,0.2292,68.831,walk
0.5904,34,0.017,-0.0012,-0.017,0.2158,68.785,walk
0.5925,35,0.0171,-0.0015,-0.0171,0.2158,68.766,walk
0.5946,36,0.018,-0.0014,-0.018,0.2167,68.689,walk
0.5967,37,0.0181,-0.0017,-0.018,0.2167,68.656,walk
0.5989,38,0.019,-0.0016,-0.0189,0.2213,68.567,walk
0.601,39,0.019,-0.0018,-0.0189,0.2213,68.554,walk
0.6036,40,0.0199,-0.0015,-0.0198,0.2267,68.48,walk
0.607,41,0.0207,-0.0015,-0.0207,0.2185,68.359,walk
0.609,42,0.0208,-0.0017,-0.0207,0.2185,68.33,walk
0.6111,43,0.0215,-0.0015,-0.0214,0.187,68.268,walk
0.6132,44,0.0215,-0.0017,-0.0214,0.187,68.236,walk
0.6154,45,0.0223,-0.0015,-0.0223,0.2263,68.133,walk
0.6174,46,0.0224,-0.0017,-0.0223,0.2263,68.098,walk
0.6196,47,0.0232,-0.0013,-0.0231,0.2278,68.009,walk
0.6217,48,0.0232,-0.0016,-0.0231,0.2278,67.933,walk
0.6237,49,0.0239,-0.0014,-0.0238,0.1915,67.902,walk
0.6258,50,0.0239,-0.0015,-0.0238,0.1915,67.861,walk
0.6278,51,0.0245,-0.0012,-0.0245,0.1866,67.819,walk
0.6299,52,0.0245,-0.0014,-0.0245,0.1866,67.754,walk
0.632,53,0.0252,-0.001,-0.0252,0.2134,67.66,walk
0.634,54,0.0252,-0.0012,-0.0252,0.2134,67.59,walk
0.6362,55,0.0259,-0.0006,-0.0259,0.2487,67.466,walk
