time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.4731,1,0.0,0.0,0.0,0.1498,0.0,1,walk
0.4749,2,0.0,-0.0,-0.0,0.1498,0.0,1,walk
0.477,3,0.0006,0.0002,-0.0005,0.1394,0.067,1,walk
0.479,4,0.0006,0.0002,-0.0005,0.1394,0.067,1,walk
0.481,5,0.0012,0.0004,-0.0011,0.1448,0.154,1,walk
0.4831,6,0.0012,0.0004,-0.0011,0.1448,0.154,1,walk
0.4851,7,0.0018,0.0006,-0.0017,0.1412,0.248,1,walk
0.4872,8,0.0018,0.0006,-0.0017,0.1412,0.248,1,walk
0.4894,9,0.0023,0.0008,-0.0022,0.1328,0.342,1,walk
0.4913,10,0.0023,0.0008,-0.0022,0.1328,0.341,1,walk
0.4934,11,0.0029,0.001,-0.0027,0.1306,0.439,1,walk
0.4954,12,0.0028,0.001,-0.0027,0.1306,0.439,1,walk
0.4975,13,0.0034,0.0013,-0.0031,0.1266,0.531,1,walk
0.4995,14,0.0034,0.0013,-0.0031,0.1266,0.531,1,walk
0.5016,15,0.0039,0.0015,-0.0036,0.1246,0.629,1,walk
0.5036,16,0.0039,0.0015,-0.0036,0.1246,0.629,1,walk
0.5057,17,0.0044,0.0018,-0.0041,0.1336,0.739,1,walk
0.5077,18,0.0044,0.0018,-0.0041,0.1336,0.739,1,walk
0.5098,19,0.0049,0.0021,-0.0045,0.1237,0.837,1,walk
0.5119,20,0.0049,0.0021,-0.0045,0.1237,0.837,1,walk
0.5141,21,0.0054,0.0023,-0.0049,0.1241,0.947,1,walk
0.516,22,0.0054,0.0023,-0.0049,0.1241,0.947,1,walk
0.5182,23,0.0059,0.0026,-0.0053,0.1162,1.039,1,walk
0.5202,24,0.0059,0.0026,-0.0053,0.1162,1.039,1,walk
0.5224,25,0.0064,0.0029,-0.0057,0.1235,1.143,1,walk
0.5243,26,0.0064,0.0029,-0.0057,0.1235,1.143,1,walk
0.5266,27,0.0069,0.0032,-0.0061,0.1161,1.226,1,walk
0.5287,28,0.0069,0.0032,-0.0061,0.1161,1.225,1,walk
0.5307,29,0.0074,0.0036,-0.0065,0.132,1.333,1,walk
0.5328,30,0.0074,0.0036,-0.0065,0.132,1.333,1,walk
0.535,31,0.0079,0.0039,-0.0068,0.1173,1.408,1,walk
0.537,32,0.0079,0.0039,-0.0068,0.1173,1.407,1,walk
0.5391,33,0.0084,0.0043,-0.0072,0.1328,1.504,1,walk
0.5412,34,0.0084,0.0043,-0.0072,0.1328,1.504,1,walk
0.5432,35,0.0089,0.0046,-0.0076,0.1168,1.57,1,walk
0.5452,36,0.0089,0.0046,-0.0076,0.1168,1.57,1,walk
0.5473,37,0.0094,0.005,-0.008,0.1332,1.647,1,walk
0.5493,38,0.0094,0.005,-0.008,0.1332,1.647,1,walk
0.5514,39,0.0099,0.0054,-0.0083,0.1221,1.71,1,walk
0.5535,40,0.0099,0.0054,-0.0083,0.1221,1.71,1,walk
0.5557,41,0.0104,0.0057,-0.0086,0.1243,1.781,1,walk
0.5577,42,0.0104,0.0057,-0.0086,0.1243,1.781,1,walk
0.5599,43,0.0109,0.0062,-0.009,0.127,1.841,1,walk
0.5619,44,0.0109,0.0062,-0.0089,0.127,1.841,1,walk
0.5641,45,0.0113,0.0066,-0.0093,0.1211,1.881,1,walk
0.5661,46,0.0113,0.0066,-0.0093,0.1211,1.881,1,walk
0.5683,47,0.0119,0.007,-0.0096,0.1328,1.94,1,walk
0.5703,48,0.0119,0.007,-0.0096,0.1328,1.94,1,walk
0.5724,49,0.0124,0.0074,-0.0099,0.1292,1.967,1,walk
0.5744,50,0.0124,0.0074,-0.0099,0.1292,1.967,1,walk
0.5765,51,0.0128,0.0079,-0.0101,0.1247,1.994,1,walk
0.5786,52,0.0128,0.0079,-0.0101,0.1247,1.994,1,walk
0.5807,53,0.0133,0.0084,-0.0103,0.1295,2.004,1,walk
0.5828,54,0.0133,0.0084,-0.0103,0.1295,2.004,1,walk
0.5849,55,0.0138,0.0088,-0.0106,0.1301,2.036,1,walk
0.587,56,0.0138,0.0088,-0.0106,0.1301,2.036,1,walk
0.589,57,0.0143,0.0094,-0.0108,0.1467,2.037,1,walk
0.5911,58,0.0143,0.0094,-0.0108,0.1467,2.037,1,walk
0.5931,59,0.0149,0.0099,-0.0111,0.1435,2.041,1,walk
0.5952,60,0.0148,0.0099,-0.0111,0.1435,2.041,1,walk
0.5975,61,0.0154,0.0105,-0.0113,0.1506,2.027,1,walk
0.5995,62,0.0154,0.0105,-0.0113,0.1506,2.027,1,walk
0.6016,63,0.0159,0.011,-0.0115,0.1447,2.008,1,walk
0.6037,64,0.0159,0.011,-0.0115,0.1447,2.008,1,walk
0.6058,65,0.0165,0.0116,-0.0117,0.1564,1.983,1,walk
0.6078,66,0.0165,0.0116,-0.0116,0.1564,1.983,1,walk
0.6099,67,0.017,0.0123,-0.0118,0.1584,1.954,1,walk
0.6119,68,0.017,0.0122,-0.0118,0.1584,1.954,1,walk
0.614,69,0.0176,0.0129,-0.012,0.1657,1.913,1,walk
0.616,70,0.0176,0.0129,-0.012,0.1657,1.913,1,walk
0.6181,71,0.0182,0.0135,-0.0121,0.164,1.869,1,walk
0.6202,72,0.0182,0.0135,-0.0121,0.164,1.87,1,walk
0.6223,73,0.0188,0.0142,-0.0123,0.1688,1.813,1,walk
0.6244,74,0.0188,0.0142,-0.0123,0.1688,1.814,1,walk
0.6265,75,0.0194,0.0148,-0.0125,0.1715,1.757,1,walk
0.6286,76,0.0194,0.0148,-0.0125,0.1715,1.757,1,walk
0.6307,77,0.02,0.0155,-0.0126,0.1736,1.673,1,walk
0.6327,78,0.02,0.0155,-0.0126,0.1736,1.673,1,walk
0.635,79,0.0206,0.0162,-0.0127,0.1829,1.601,1,walk
0.637,80,0.0206,0.0162,-0.0127,0.1829,1.602,1,walk
0.6391,81,0.0213,0.0169,-0.0129,0.1822,1.518,1,walk
0.6411,82,0.0212,0.0169,-0.0129,0.1822,1.518,1,walk
0.6432,83,0.0219,0.0176,-0.013,0.176,1.436,1,walk
0.6453,84,0.0218,0.0175,-0.013,0.176,1.436,1,walk
0.6474,85,0.0225,0.0182,-0.0131,0.1867,1.344,1,walk
0.6494,86,0.0224,0.0181,-0.0131,0.1867,1.343,1,walk
0.6515,87,0.0231,0.0189,-0.0133,0.1974,1.243,1,walk
0.6536,88,0.0231,0.0188,-0.0133,0.1974,1.238,1,walk
0.6557,89,0.0237,0.0196,-0.0134,0.1881,1.126,1,walk
0.6578,90,0.0237,0.0195,-0.0134,0.1881,1.123,1,walk
0.6598,91,0.0244,0.0203,-0.0135,0.195,1.017,1,walk
0.6619,92,0.0244,0.0203,-0.0135,0.195,1.009,1,walk
0.664,93,0.0251,0.021,-0.0137,0.1893,0.9,1,walk
0.666,94,0.0251,0.021,-0.0137,0.1893,0.897,1,walk
0.6681,95,0.0258,0.0218,-0.0138,0.1944,0.801,1,walk
0.6702,96,0.0258,0.0218,-0.0138,0.1944,0.796,1,walk
0.6723,97,0.0266,0.0227,-0.0139,0.2108,0.675,1,walk
0.6743,98,0.0266,0.0227,-0.0139,0.2108,0.673,1,walk
0.6765,99,0.0274,0.0236,-0.014,0.2091,0.575,1,walk
0.6786,100,0.0274,0.0236,-0.014,0.2091,0.572,1,walk
0.6807,101,0.0282,0.0244,-0.0141,0.2,0.479,1,walk
0.6827,102,0.0282,0.0244,-0.0141,0.2,0.478,1,walk
0.6849,103,0.029,0.0253,-0.0142,0.2208,0.381,1,walk
0.6869,104,0.029,0.0253,-0.0142,0.2208,0.379,1,walk
0.6893,105,0.0298,0.0262,-0.0142,0.2177,0.268,1,walk
0.6913,106,0.0299,0.0262,-0.0142,0.2177,0.268,1,walk
0.6934,107,0.0311,0.0275,-0.0145,0.3065,0.217,1,walk
0.6954,108,0.0311,0.0275,-0.0145,0.3065,0.217,1,walk
0.6975,109,0.0319,0.0285,-0.0145,0.2333,0.119,1,walk
0.6995,110,0.0319,0.0284,-0.0145,0.2333,0.119,1,walk
0.702,111,0.0329,0.0295,-0.0146,0.2605,0.028,1,walk
0.7041,112,0.0329,0.0294,-0.0146,0.2605,0.028,1,walk
0.7061,113,0.0338,0.0305,-0.0147,0.2529,0.061,1,walk
0.7082,114,0.0338,0.0304,-0.0147,0.2529,0.061,1,walk
0.7102,115,0.0347,0.0315,-0.0147,0.2494,0.141,1,walk
0.7123,116,0.0347,0.0315,-0.0147,0.2494,0.141,1,walk
0.7143,117,0.0358,0.0326,-0.0148,0.2668,0.219,1,walk
0.7164,118,0.0358,0.0326,-0.0148,0.2668,0.219,1,walk
0.7184,119,0.0368,0.0337,-0.0148,0.2643,0.293,1,walk
0.7205,120,0.0368,0.0337,-0.0148,0.2643,0.294,1,walk
0.7225,121,0.0378,0.0347,-0.0149,0.2547,0.369,1,walk
0.7247,122,0.0378,0.0347,-0.0149,0.2547,0.369,1,walk
0.7268,123,0.0388,0.0358,-0.0149,0.2537,0.422,1,walk
0.7288,124,0.0388,0.0358,-0.0149,0.2537,0.423,1,walk
0.7309,125,0.0398,0.0369,-0.015,0.2597,0.477,1,walk
0.7329,126,0.0398,0.0369,-0.015,0.2597,0.477,1,walk
0.735,127,0.0408,0.038,-0.015,0.2657,0.525,1,walk
0.737,128,0.0408,0.038,-0.015,0.2657,0.525,1,walk
0.7391,129,0.0418,0.0391,-0.015,0.2686,0.585,1,walk
0.7412,130,0.0418,0.0391,-0.015,0.2686,0.585,1,walk
0.7433,131,0.0429,0.0402,-0.015,0.2674,0.623,1,walk
0.7453,132,0.0429,0.0402,-0.015,0.2674,0.624,1,walk
0.7474,133,0.0439,0.0413,-0.015,0.2748,0.674,1,walk
0.7494,134,0.0439,0.0413,-0.015,0.2748,0.674,1,walk
0.7516,135,0.0455,0.0429,-0.0152,0.3842,0.572,1,walk
0.7536,136,0.0455,0.0429,-0.0152,0.3842,0.572,1,walk
0.7557,137,0.0467,0.0441,-0.0153,0.2998,0.571,1,walk
0.7578,138,0.0467,0.0441,-0.0153,0.2998,0.571,1,walk
0.7598,139,0.0479,0.0454,-0.0154,0.3151,0.578,1,walk
0.7619,140,0.0479,0.0454,-0.0154,0.3151,0.579,1,walk
0.7641,141,0.0491,0.0467,-0.0154,0.3076,0.629,1,walk
0.7661,142,0.0491,0.0467,-0.0154,0.3076,0.629,1,walk
0.7682,143,0.0504,0.048,-0.0155,0.8504,0.659,1,walk
0.7703,144,0.0504,0.048,-0.0154,0.1443,0.659,1,walk
0.7723,145,0.0516,0.0493,-0.0154,0.7366,0.694,1,walk
0.7743,146,0.0516,0.0493,-0.0154,0.1511,0.695,1,walk
0.7765,147,0.0529,0.0506,-0.0154,0.7478,0.752,1,walk
0.7786,148,0.0529,0.0506,-0.0154,0.1539,0.752,1,walk
0.7806,149,0.0543,0.052,-0.0154,1.1753,0.792,1,walk
0.7827,150,0.0542,0.052,-0.0154,0.1564,0.791,1,walk
0.7847,151,0.0555,0.0533,-0.0153,1.0254,0.862,1,walk
