time_s,frame,position_error_m,x_error_m,y_error_m,velocity_error_ms,heading_error_deg,joint_track_20cm_10deg,gait
0.6012,1,0.0,0.0,-0.0,0.2403,0.0,1,stand
0.604,2,0.0009,-0.0003,-0.0009,0.2259,0.118,1,walk
0.6054,3,0.0009,-0.0003,-0.0009,0.2259,0.118,1,walk
0.6083,4,0.0024,0.0,-0.0024,0.3603,0.443,1,walk
0.6103,5,0.0024,0.0,-0.0024,0.3603,0.443,1,walk
0.6125,6,0.0033,-0.0002,-0.0033,0.2301,0.539,1,walk
0.6145,7,0.0033,-0.0002,-0.0033,0.2301,0.539,1,walk
0.6166,8,0.0044,-0.0003,-0.0044,0.2535,0.658,1,walk
0.6186,9,0.0044,-0.0003,-0.0044,0.2535,0.659,1,walk
0.6207,10,0.0053,-0.0006,-0.0053,0.2297,0.766,1,walk
0.6228,11,0.0053,-0.0006,-0.0053,0.2297,0.766,1,walk
0.6249,12,0.0073,-0.001,-0.0072,0.4682,0.924,1,walk
0.6269,13,0.0073,-0.001,-0.0072,0.4682,0.924,1,walk
0.6291,14,0.0086,-0.0011,-0.0085,0.3146,1.089,1,walk
0.6311,15,0.0086,-0.0011,-0.0085,0.3146,1.09,1,walk
0.6331,16,0.0096,-0.0014,-0.0095,0.2521,1.24,1,walk
0.6352,17,0.0096,-0.0014,-0.0095,0.2521,1.24,1,walk
0.6372,18,0.0104,-0.0016,-0.0103,0.1973,1.351,1,walk
0.6393,19,0.0104,-0.0016,-0.0103,0.1973,1.351,1,walk
0.6414,20,0.0112,-0.002,-0.011,0.1845,1.417,1,walk
0.6435,21,0.0112,-0.002,-0.011,0.1845,1.417,1,walk
0.6455,22,0.0123,-0.0022,-0.0121,0.255,1.504,1,walk
0.6475,23,0.0123,-0.0022,-0.0121,0.255,1.505,1,walk
0.6496,24,0.0133,-0.0025,-0.0131,0.2466,1.549,1,walk
0.6517,25,0.0133,-0.0025,-0.0131,0.2466,1.549,1,walk
0.6537,26,0.0145,-0.0027,-0.0143,0.2924,1.596,1,walk
0.6558,27,0.0145,-0.0027,-0.0143,0.2924,1.596,1,walk
0.6579,28,0.0158,-0.0029,-0.0155,0.3078,1.645,1,walk
0.6599,29,0.0158,-0.0029,-0.0155,0.3078,1.646,1,walk
0.6621,30,0.0171,-0.0032,-0.0168,0.2964,1.67,1,walk
0.6642,31,0.0171,-0.0033,-0.0168,0.2964,1.67,1,walk
0.6662,32,0.0184,-0.0036,-0.0181,0.3053,1.695,1,walk
0.6683,33,0.0184,-0.0037,-0.0181,0.3053,1.692,1,walk
0.6705,34,0.0197,-0.004,-0.0193,0.3053,1.713,1,walk
0.6725,35,0.0198,-0.0041,-0.0193,0.3053,1.701,1,walk
0.6748,36,0.0211,-0.0043,-0.0206,0.32,1.73,1,walk
0.6768,37,0.0211,-0.0044,-0.0206,0.32,1.723,1,walk
0.6789,38,0.0223,-0.0046,-0.0219,0.295,1.726,1,walk
0.681,39,0.0223,-0.0046,-0.0219,0.295,1.714,1,walk
0.6831,40,0.0237,-0.0047,-0.0232,0.3205,1.73,1,walk
0.6851,41,0.0237,-0.0047,-0.0232,0.3205,1.727,1,walk
0.6872,42,0.0251,-0.0048,-0.0247,0.3549,1.782,1,walk
0.6892,43,0.0251,-0.0048,-0.0247,0.3549,1.776,1,walk
0.6915,44,0.0265,-0.0049,-0.026,0.3307,1.823,1,walk
0.6936,45,0.0265,-0.0049,-0.026,0.3307,1.821,1,walk
0.6959,46,0.0278,-0.005,-0.0273,0.3079,1.828,1,walk
0.698,47,0.0278,-0.005,-0.0273,0.3079,1.825,1,walk
0.7001,48,0.0292,-0.005,-0.0288,0.3549,1.894,1,walk
0.7021,49,0.0292,-0.005,-0.0288,0.3549,1.893,1,walk
0.7045,50,0.0306,-0.0051,-0.0301,0.3263,1.948,1,walk
0.7065,51,0.0306,-0.005,-0.0301,0.3263,1.948,1,walk
0.7088,52,0.0322,-0.0049,-0.0318,0.4101,2.088,1,walk
0.7111,53,0.0335,-0.0049,-0.0332,0.3192,2.141,1,walk
0.7128,54,0.0335,-0.0049,-0.0332,0.3192,2.141,1,walk
0.7151,55,0.0349,-0.0049,-0.0345,0.3192,2.203,1,walk
0.7172,56,0.0349,-0.0049,-0.0345,0.3192,2.203,1,walk
0.7192,57,0.0362,-0.0049,-0.0359,0.3366,2.258,1,walk
0.7213,58,0.0362,-0.0049,-0.0359,0.3366,2.258,1,walk
0.7234,59,0.0375,-0.0049,-0.0372,0.3102,2.328,1,walk
0.7254,60,0.0375,-0.005,-0.0372,0.3102,2.328,1,walk
0.728,61,0.039,-0.0051,-0.0386,0.3409,2.397,1,walk
0.7297,62,0.039,-0.0051,-0.0386,0.3409,2.397,1,walk
0.7318,63,0.0404,-0.0051,-0.0401,0.3514,2.473,1,walk
0.7338,64,0.0404,-0.0051,-0.0401,0.3514,2.473,1,walk
0.7363,65,0.0419,-0.0052,-0.0416,0.3674,2.555,1,walk
0.7381,66,0.0419,-0.0052,-0.0416,0.3674,2.555,1,walk
0.7401,67,0.0436,-0.0051,-0.0433,0.4005,2.638,1,walk
0.7422,68,0.0436,-0.0051,-0.0433,0.4005,2.638,1,walk
0.7443,69,0.0453,-0.0051,-0.045,0.403,2.698,1,walk
0.7463,70,0.0453,-0.0051,-0.045,0.403,2.698,1,walk
0.7489,71,0.047,-0.005,-0.0468,0.4291,2.776,1,walk
0.7505,72,0.047,-0.005,-0.0468,0.4291,2.776,1,walk
0.7526,73,0.0488,-0.005,-0.0485,0.425,2.848,1,walk
0.7546,74,0.0488,-0.005,-0.0485,0.425,2.848,1,walk
0.7571,75,0.0505,-0.005,-0.0502,0.8069,2.902,1,walk
0.7588,76,0.0505,-0.005,-0.0502,0.5137,2.902,1,walk
0.7609,77,0.0523,-0.0049,-0.052,1.3457,2.955,1,walk
0.7629,78,0.0523,-0.0049,-0.052,0.5525,2.955,1,walk
0.7654,79,0.054,-0.0049,-0.0538,0.7026,3.007,1,walk
0.7671,80,0.054,-0.0049,-0.0538,0.5459,3.007,1,walk
0.7703,81,0.0558,-0.0049,-0.0556,0.9433,3.073,1,walk
0.7714,82,0.0558,-0.0049,-0.0556,0.5533,3.073,1,walk
0.7735,83,0.0576,-0.0049,-0.0574,0.7495,3.13,1,walk
0.7755,84,0.0576,-0.0049,-0.0574,0.545,3.13,1,walk
0.7776,85,0.0594,-0.0048,-0.0592,1.0038,3.197,1,walk
0.7797,86,0.0594,-0.0048,-0.0592,0.5643,3.197,1,walk
0.7817,87,0.0612,-0.0048,-0.061,0.8349,3.262,1,walk
0.7838,88,0.0612,-0.0048,-0.061,0.5646,3.262,1,walk
0.7868,89,0.063,-0.0049,-0.0629,1.0074,3.34,1,walk
0.788,90,0.063,-0.0048,-0.0629,0.5704,3.34,1,walk
0.791,91,0.0649,-0.0048,-0.0647,0.7988,3.425,1,walk
0.7922,92,0.0649,-0.0048,-0.0647,0.5774,3.424,1,walk
0.7952,93,0.0668,-0.0048,-0.0666,0.873,3.514,1,walk
0.7973,94,0.0667,-0.0048,-0.0666,0.5952,3.514,1,walk
0.7996,95,0.0686,-0.0047,-0.0685,0.7277,3.594,1,walk
0.8017,96,0.0686,-0.0047,-0.0684,0.5933,3.594,1,walk
0.804,97,0.0705,-0.0047,-0.0704,1.0045,3.685,1,walk
0.8061,98,0.0705,-0.0047,-0.0703,0.6084,3.685,1,walk
0.8082,99,0.0725,-0.0046,-0.0723,1.1174,3.777,1,walk
0.8102,100,0.0724,-0.0046,-0.0723,0.6269,3.777,1,walk
0.8123,101,0.0744,-0.0045,-0.0743,0.8219,3.866,1,walk
0.8143,102,0.0744,-0.0045,-0.0742,0.6263,3.866,1,walk
0.8165,103,0.0763,-0.0044,-0.0762,1.0437,3.958,1,walk
0.8185,104,0.0763,-0.0044,-0.0762,0.6322,3.958,1,walk
0.8206,105,0.0783,-0.0043,-0.0782,1.1298,4.055,1,walk
0.8226,106,0.0783,-0.0042,-0.0782,0.6549,4.055,1,walk
0.8247,107,0.0803,-0.0041,-0.0802,0.8011,4.132,1,walk
0.8267,108,0.0803,-0.0041,-0.0802,0.6555,4.133,1,walk
0.8288,109,0.0824,-0.004,-0.0823,1.3125,4.228,1,walk
0.8308,110,0.0823,-0.0039,-0.0822,0.6697,4.228,1,walk
0.833,111,0.0843,-0.0038,-0.0843,0.5999,4.302,1,walk
0.835,112,0.0843,-0.0038,-0.0842,0.6661,4.303,1,walk
0.8371,113,0.0864,-0.0036,-0.0863,1.4101,4.386,1,walk
0.8392,114,0.0864,-0.0036,-0.0863,0.6895,4.387,1,walk
0.8412,115,0.0885,-0.0035,-0.0884,0.9011,4.475,1,walk
0.8433,116,0.0884,-0.0034,-0.0883,0.6823,4.476,1,walk
0.8454,117,0.0906,-0.0033,-0.0905,1.3411,4.565,1,walk
0.8474,118,0.0905,-0.0032,-0.0905,0.7012,4.566,1,walk
0.8498,119,0.0926,-0.0031,-0.0926,0.6144,4.644,1,walk
0.8518,120,0.0925,-0.003,-0.0925,0.6981,4.645,1,walk
0.854,121,0.0947,-0.0028,-0.0947,1.2049,4.72,1,walk
0.856,122,0.0946,-0.0027,-0.0946,0.7164,4.721,1,walk
0.8581,123,0.0974,-0.0022,-0.0974,1.3355,4.537,1,walk
0.8602,124,0.0973,-0.0021,-0.0973,0.8945,4.538,1,walk
0.8622,125,0.0995,-0.0018,-0.0995,1.9198,4.618,1,walk
0.8643,126,0.0995,-0.0018,-0.0995,0.7479,4.619,1,walk
0.8665,127,0.1016,-0.0015,-0.1016,0.8357,4.721,1,walk
0.8685,128,0.1016,-0.0015,-0.1015,0.7309,4.722,1,walk
0.8706,129,0.1038,-0.0012,-0.1038,1.4079,4.825,1,walk
0.8727,130,0.1037,-0.0011,-0.1037,0.7705,4.825,1,walk
0.8747,131,0.106,-0.0008,-0.106,0.8284,4.931,1,walk
0.8768,132,0.1059,-0.0007,-0.1059,0.7649,4.931,1,walk
0.8789,133,0.1082,-0.0004,-0.1082,1.4167,5.028,1,walk
0.8809,134,0.1082,-0.0004,-0.1082,0.8011,5.028,1,walk
0.883,135,0.1105,-0.0001,-0.1105,0.7785,5.136,1,walk
0.885,136,0.1104,0.0,-0.1104,0.79,5.136,1,walk
0.8871,137,0.1127,0.0003,-0.1127,1.0799,5.251,1,walk
0.8891,138,0.1126,0.0004,-0.1126,0.7955,5.251,1,walk
0.8912,139,0.115,0.0007,-0.115,1.5068,5.377,1,walk
0.8933,140,0.1149,0.0008,-0.1149,0.8153,5.377,1,walk
0.8953,141,0.1172,0.0012,-0.1172,0.8259,5.482,1,walk
0.8974,142,0.1172,0.0013,-0.1171,0.8169,5.482,1,walk
0.8996,143,0.1195,0.0017,-0.1194,1.2293,5.59,1,walk
0.9017,144,0.1194,0.0017,-0.1194,0.8292,5.589,1,walk
0.904,145,0.1218,0.0021,-0.1217,1.2477,5.703,1,walk
0.9061,146,0.1217,0.0022,-0.1216,0.8376,5.7,1,walk
0.9081,147,0.1241,0.0026,-0.124,0.9381,5.804,1,walk
0.9102,148,0.1239,0.0027,-0.1239,0.8255,5.8,1,walk
0.9125,149,0.127,0.0033,-0.127,1.3837,6.095,1,walk
0.9145,150,0.1269,0.0035,-0.1268,1.0144,6.088,1,walk
0.9167,151,0.1293,0.004,-0.1293,1.9278,6.183,1,walk
0.9187,152,0.1292,0.0041,-0.1291,0.8728,6.173,1,walk
0.9209,153,0.1317,0.0046,-0.1316,1.3481,6.312,1,walk
0.9229,154,0.1316,0.0047,-0.1315,0.8875,6.304,1,walk
0.925,155,0.1341,0.0051,-0.134,1.1317,6.439,1,walk
0.927,156,0.134,0.0052,-0.1339,0.8753,6.419,1,walk
0.9292,157,0.1365,0.0057,-0.1364,1.2941,6.539,1,walk
0.9313,158,0.1364,0.0058,-0.1363,0.9096,6.532,1,walk
0.9335,159,0.1389,0.0062,-0.1387,0.9753,6.66,1,walk
0.9359,160,0.1412,0.0067,-0.141,0.8602,6.812,1,walk
0.9377,161,0.1411,0.0069,-0.1409,1.1682,6.781,1,walk
0.94,162,0.1434,0.0073,-0.1432,0.8633,6.928,1,walk
